Ouverture de la DataFrame...
On ne garde que les données du centre...
On sépare par la Seine
Clusterisation...
Sauvegarde sur la carte...
Terminé !
         46068305 function calls (46035909 primitive calls) in 57.801 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      172    0.000    0.000    0.000    0.000 base.py:637(ndim)
        4    0.000    0.000    0.000    0.000 base.py:669(size)
      478    0.001    0.000    0.001    0.000 base.py:69(geometry_type_name)
      159    0.000    0.000    0.001    0.000 base.py:690(has_z)
     1276    0.003    0.000    0.013    0.000 base.py:696(is_empty)
      176    0.001    0.000    0.033    0.000 base.py:701(take)
        7    0.000    0.000    0.001    0.000 base.py:723(_assert_take_fillable)
      160    0.003    0.000    0.006    0.000 base.py:75(geom_factory)
        4    0.000    0.000    0.000    0.000 base.py:854(empty)
        9    0.000    0.000    0.000    0.000 blocks.py:111(_simple_new)
      501    0.005    0.000    0.494    0.001 blocks.py:1238(take_nd)
     1783    0.007    0.000    0.016    0.000 blocks.py:124(__init__)
     1783    0.002    0.000    0.002    0.000 blocks.py:135(_check_ndim)
       30    0.000    0.000    0.001    0.000 blocks.py:1536(__init__)
       21    0.000    0.000    0.000    0.000 blocks.py:1564(shape)
        6    0.000    0.000    0.000    0.000 blocks.py:1571(iget)
       30    0.000    0.000    0.000    0.000 blocks.py:1618(_maybe_coerce_values)
        3    0.000    0.000    0.000    0.000 blocks.py:1696(array_values)
        6    0.000    0.000    0.000    0.000 blocks.py:176(_consolidate_key)
       13    0.000    0.000    0.000    0.000 blocks.py:190(external_values)
      680    0.000    0.000    0.000    0.000 blocks.py:201(internal_values)
      825    0.002    0.000    0.007    0.000 blocks.py:207(array_values)
        7    0.000    0.000    0.000    0.000 blocks.py:213(get_values)
      501    0.000    0.000    0.000    0.000 blocks.py:229(fill_value)
     3361    0.001    0.000    0.001    0.000 blocks.py:233(mgr_locs)
     1786    0.004    0.000    0.004    0.000 blocks.py:237(mgr_locs)
      870    0.003    0.000    0.011    0.000 blocks.py:2396(__init__)
        2    0.000    0.000    0.000    0.000 blocks.py:244(make_block)
     1243    0.005    0.000    0.019    0.000 blocks.py:256(make_block_same_class)
      543    0.005    0.000    0.030    0.000 blocks.py:2677(get_block_type)
      540    0.003    0.000    0.041    0.000 blocks.py:2723(make_block)
      360    0.001    0.000    0.001    0.000 blocks.py:2750(_extend_blocks)
        9    0.000    0.000    0.000    0.000 blocks.py:287(_slice)
        9    0.000    0.000    0.000    0.000 blocks.py:292(getitem_block)
       34    0.000    0.000    0.000    0.000 blocks.py:311(shape)
     2430    0.001    0.000    0.001    0.000 blocks.py:315(dtype)
      345    0.001    0.000    0.001    0.000 blocks.py:319(iget)
        2    0.000    0.000    0.099    0.049 blocks.py:340(apply)
        2    0.000    0.000    0.000    0.000 blocks.py:350(_split_op_result)
      342    0.003    0.000    0.143    0.000 blocks.py:514(astype)
      356    0.002    0.000    0.364    0.001 blocks.py:675(copy)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
      510    0.005    0.000    0.012    0.000 cast.py:1187(maybe_castable)
       18    0.000    0.000    0.001    0.000 cast.py:1201(maybe_infer_to_datetimelike)
       27    0.001    0.000    0.002    0.000 cast.py:1310(maybe_cast_to_datetime)
        2    0.000    0.000    0.000    0.000 cast.py:1530(construct_1d_arraylike_from_scalar)
       36    0.000    0.000    0.001    0.000 cast.py:1570(construct_1d_object_array_from_listlike)
       18    0.000    0.000    0.000    0.000 cast.py:1595(construct_1d_ndarray_preserving_na)
        3    0.000    0.000    0.000    0.000 cast.py:1630(maybe_cast_to_integer_array)
      508    0.006    0.000    0.019    0.000 cast.py:442(maybe_promote)
      508    0.001    0.000    0.004    0.000 cast.py:598(_ensure_dtype_type)
        3    0.000    0.000    0.000    0.000 cast.py:88(maybe_convert_platform)
        6    0.000    0.000    0.001    0.000 cast.py:898(astype_nansafe)
        1    0.000    0.000    0.001    0.001 check.py:1(<module>)
        1    0.085    0.085    0.424    0.424 clusterizer.py:116(nettoyer)
        4    0.029    0.007   15.315    3.829 clusterizer.py:132(clusterize)
        3    0.004    0.001    0.171    0.057 clusterizer.py:181(save_to_map)
        1    0.607    0.607   57.361   57.361 clusterizer.py:236(main_json)
  1253832    0.487    0.000    0.487    0.000 clusterizer.py:258(<lambda>)
  1253836    7.370    0.000   26.062    0.000 clusterizer.py:51(rapport_a_la_seine)
      160    0.001    0.000    0.443    0.003 clusterizer_utils.py:107(calculer_poids_cluster)
        3    0.000    0.000    0.000    0.000 clusterizer_utils.py:119(calculer_poids_cluster_wrapper)
      160    0.000    0.000    0.443    0.003 clusterizer_utils.py:126(fct)
      159    0.003    0.000    0.023    0.000 clusterizer_utils.py:131(swap_xy)
     1755    0.002    0.000    0.004    0.000 clusterizer_utils.py:147(swap_xy_coords)
        1    0.095    0.095    1.338    1.338 clusterizer_utils.py:173(filter_nearby_paris)
        5    0.050    0.010    1.873    0.375 clusterizer_utils.py:194(get_coords_from_object)
   943538    0.405    0.000    0.405    0.000 clusterizer_utils.py:204(<lambda>)
   943538    0.406    0.000    0.406    0.000 clusterizer_utils.py:205(<lambda>)
        3    0.001    0.000    0.606    0.202 clusterizer_utils.py:24(get_infos_clusters_poids)
        3    0.001    0.000    0.025    0.008 clusterizer_utils.py:38(get_infos_clusters_taille)
        3    0.191    0.064   11.775    3.925 clusterizer_utils.py:48(get_infos_clusters_enveloppes_convexes)
   313458    0.246    0.000    0.246    0.000 clusterizer_utils.py:67(<lambda>)
   313458    0.234    0.000    0.234    0.000 clusterizer_utils.py:68(<lambda>)
   626916    0.515    0.000    0.515    0.000 clusterizer_utils.py:88(calculer_poids_code_NAF)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.057    0.057 codecs.py:319(decode)
       35    0.000    0.000    0.000    0.000 common.py:1025(is_datetime_or_timedelta_dtype)
      162    0.001    0.000    0.005    0.000 common.py:1064(is_numeric_v_string_like)
        6    0.000    0.000    0.000    0.000 common.py:1123(is_datetimelike_v_numeric)
       35    0.000    0.000    0.001    0.000 common.py:1180(needs_i8_conversion)
      162    0.001    0.000    0.002    0.000 common.py:1223(is_numeric_dtype)
      163    0.000    0.000    0.001    0.000 common.py:1265(is_string_like_dtype)
      163    0.000    0.000    0.000    0.000 common.py:1293(<lambda>)
      178    0.000    0.000    0.001    0.000 common.py:1296(is_float_dtype)
      499    0.002    0.000    0.005    0.000 common.py:1330(is_bool_dtype)
        1    0.000    0.000    0.000    0.000 common.py:140(is_fsspec_url)
     5550    0.009    0.000    0.023    0.000 common.py:1460(is_extension_array_dtype)
      869    0.001    0.000    0.001    0.000 common.py:149(cast_scalar_indexer)
       32    0.000    0.000    0.000    0.000 common.py:150(ensure_python_int)
        6    0.000    0.000    0.000    0.000 common.py:1509(is_complex_dtype)
        1    0.000    0.000    0.000    0.000 common.py:152(get_filepath_or_buffer)
      186    0.000    0.000    0.002    0.000 common.py:1541(_is_dtype)
     2449    0.002    0.000    0.003    0.000 common.py:1565(_get_dtype)
     2027    0.004    0.000    0.008    0.000 common.py:1600(_is_dtype_type)
     1486    0.003    0.000    0.006    0.000 common.py:1733(pandas_dtype)
        3    0.000    0.000    0.000    0.000 common.py:176(not_none)
     1548    0.001    0.000    0.001    0.000 common.py:178(classes)
        6    0.000    0.000    0.000    0.000 common.py:180(<genexpr>)
     1548    0.001    0.000    0.001    0.000 common.py:180(<lambda>)
      479    0.000    0.000    0.000    0.000 common.py:183(classes_and_not_datetimelike)
      479    0.001    0.000    0.001    0.000 common.py:188(<lambda>)
       16    0.000    0.000    0.000    0.000 common.py:190(all_none)
       32    0.000    0.000    0.000    0.000 common.py:194(<genexpr>)
     1230    0.003    0.000    0.008    0.000 common.py:194(is_object_dtype)
       36    0.000    0.000    0.000    0.000 common.py:197(any_not_none)
       36    0.000    0.000    0.000    0.000 common.py:201(<genexpr>)
      114    0.001    0.000    0.001    0.000 common.py:218(asarray_tuplesafe)
      567    0.003    0.000    0.004    0.000 common.py:224(is_sparse)
       36    0.000    0.000    0.000    0.000 common.py:268(maybe_make_list)
        1    0.000    0.000    0.000    0.000 common.py:269(get_compression_method)
        9    0.000    0.000    0.000    0.000 common.py:274(maybe_iterable_to_list)
      172    0.000    0.000    0.000    0.000 common.py:283(is_null_slice)
        2    0.000    0.000    0.000    0.000 common.py:302(infer_compression)
        3    0.000    0.000    0.000    0.000 common.py:312(get_callable_name)
     1348    0.001    0.000    0.002    0.000 common.py:329(apply_if_callable)
       81    0.000    0.000    0.000    0.000 common.py:348(is_datetime64_dtype)
        1    0.000    0.000    0.002    0.002 common.py:356(get_handle)
     1123    0.002    0.000    0.008    0.000 common.py:381(is_datetime64tz_dtype)
      314    0.000    0.000    0.001    0.000 common.py:422(is_timedelta64_dtype)
      828    0.001    0.000    0.007    0.000 common.py:456(is_period_dtype)
        1    0.000    0.000    0.000    0.000 common.py:49(is_url)
      794    0.002    0.000    0.007    0.000 common.py:492(is_interval_dtype)
      161    0.001    0.000    0.087    0.001 common.py:50(new_method)
     1210    0.002    0.000    0.009    0.000 common.py:530(is_categorical_dtype)
       23    0.000    0.000    0.001    0.000 common.py:566(is_string_dtype)
       23    0.000    0.000    0.000    0.000 common.py:595(condition)
       10    0.000    0.000    0.000    0.000 common.py:598(is_excluded_dtype)
       40    0.000    0.000    0.000    0.000 common.py:603(<genexpr>)
      886    0.002    0.000    0.003    0.000 common.py:608(is_dtype_equal)
        4    0.000    0.000    0.000    0.000 common.py:67(_expand_user)
       83    0.000    0.000    0.001    0.000 common.py:696(is_integer_dtype)
      126    0.000    0.000    0.001    0.000 common.py:750(is_signed_integer_dtype)
      108    0.000    0.000    0.000    0.000 common.py:806(is_unsigned_integer_dtype)
      242    0.000    0.000    0.000    0.000 common.py:905(is_datetime64_any_dtype)
        4    0.000    0.000    0.000    0.000 common.py:947(is_datetime64_ns_dtype)
      338    0.002    0.000    0.006    0.000 common.py:97(is_bool_indexer)
        3    0.000    0.000    0.000    0.000 common.py:97(stringify_path)
      650    0.002    0.000    0.015    0.000 compiler.py:113(find_undeclared)
      650    0.003    0.000    0.003    0.000 compiler.py:1284(_make_finalize)
      650    0.001    0.000    0.004    0.000 compiler.py:1325(_output_const_repr)
      650    0.002    0.000    0.003    0.000 compiler.py:1332(_output_child_to_const)
      650    0.003    0.000    0.005    0.000 compiler.py:137(__init__)
      650    0.006    0.000    0.021    0.000 compiler.py:1374(visit_Output)
      650    0.001    0.000    0.001    0.000 compiler.py:202(__init__)
      650    0.001    0.000    0.001    0.000 compiler.py:224(__init__)
      650    0.006    0.000    0.006    0.000 compiler.py:248(__init__)
      650    0.000    0.000    0.000    0.000 compiler.py:348(indent)
      650    0.000    0.000    0.000    0.000 compiler.py:352(outdent)
      650    0.001    0.000    0.029    0.000 compiler.py:374(blockvisit)
     7800    0.018    0.000    0.023    0.000 compiler.py:385(write)
     7800    0.009    0.000    0.042    0.000 compiler.py:399(writeline)
     7800    0.006    0.000    0.009    0.000 compiler.py:404(newline)
      650    0.003    0.000    0.014    0.000 compiler.py:464(pull_dependencies)
      650    0.001    0.000    0.003    0.000 compiler.py:478(enter_frame)
      650    0.000    0.000    0.000    0.000 compiler.py:494(leave_frame)
      650    0.001    0.000    0.001    0.000 compiler.py:502(func)
      650    0.002    0.000    0.014    0.000 compiler.py:618(write_commons)
      650    0.027    0.000    0.194    0.000 compiler.py:712(visit_Template)
      650    0.004    0.000    0.210    0.000 compiler.py:78(generate)
      650    0.000    0.000    0.000    0.000 compiler.py:827(<genexpr>)
      650    0.000    0.000    0.000    0.000 compiler.py:833(<genexpr>)
       12    0.000    0.000    0.002    0.000 concat.py:110(concat_compat)
       24    0.000    0.000    0.000    0.000 concat.py:128(is_nonempty)
       12    0.000    0.000    0.000    0.000 concat.py:139(<listcomp>)
       24    0.000    0.000    0.000    0.000 concat.py:144(<genexpr>)
       12    0.000    0.000    0.000    0.000 concat.py:147(<setcomp>)
       36    0.000    0.000    0.000    0.000 concat.py:148(<genexpr>)
       36    0.000    0.000    0.000    0.000 concat.py:174(__init__)
       12    0.000    0.000    0.001    0.000 concat.py:29(get_dtype_kinds)
       12    0.000    0.000    0.043    0.004 concat.py:31(concatenate_block_managers)
       12    0.000    0.000    0.002    0.000 concat.py:48(<listcomp>)
       48    0.000    0.000    0.000    0.000 concat.py:525(_combine_concat_plans)
       24    0.001    0.000    0.002    0.000 concat.py:87(_get_mgr_concatenation_plan)
        4    0.000    0.000    0.000    0.000 config.py:104(_get_option)
        6    0.000    0.000    0.000    0.000 config.py:112(_set_option)
        1    0.000    0.000    0.000    0.000 config.py:232(__call__)
        3    0.000    0.000    0.000    0.000 config.py:394(__init__)
        3    0.000    0.000    0.000    0.000 config.py:402(__enter__)
        3    0.000    0.000    0.000    0.000 config.py:403(<listcomp>)
        3    0.000    0.000    0.000    0.000 config.py:408(__exit__)
       10    0.000    0.000    0.000    0.000 config.py:539(_select_options)
       10    0.000    0.000    0.000    0.000 config.py:557(_get_root)
       11    0.000    0.000    0.000    0.000 config.py:571(_get_deprecated_option)
        6    0.000    0.000    0.000    0.000 config.py:587(_get_registered_option)
       10    0.000    0.000    0.000    0.000 config.py:598(_translate_key)
        1    0.000    0.000    0.000    0.000 config.py:610(_warn_if_deprecated)
        6    0.000    0.000    0.000    0.000 config.py:804(inner)
       10    0.000    0.000    0.000    0.000 config.py:86(_get_single_key)
       15    0.000    0.000    0.014    0.001 construction.py:143(init_ndarray)
        9    0.000    0.000    0.001    0.000 construction.py:289(_prep_ndarray)
        7    0.000    0.000    0.291    0.042 construction.py:329(_homogenize)
     1432    0.002    0.000    0.012    0.000 construction.py:339(extract_array)
        3    0.000    0.000    0.000    0.000 construction.py:360(extract_index)
      525    0.005    0.000    0.507    0.001 construction.py:390(sanitize_array)
        9    0.000    0.000    0.004    0.000 construction.py:450(_get_axes)
        1    0.015    0.015    1.426    1.426 construction.py:498(to_arrays)
      514    0.001    0.000    0.016    0.000 construction.py:520(_try_cast)
      547    0.001    0.000    0.005    0.000 construction.py:580(is_empty_data)
        7    0.000    0.000    0.367    0.052 construction.py:60(arrays_to_mgr)
        6    0.000    0.000    0.006    0.001 construction.py:600(create_series_with_explicit_dtype)
        1    0.000    0.000    1.411    1.411 construction.py:609(_list_of_dict_to_arrays)
   663561    0.531    0.000    0.607    0.000 construction.py:637(<genexpr>)
        2    0.000    0.000    0.000    0.000 construction.py:638(<genexpr>)
        1    0.317    0.317    0.317    0.317 construction.py:643(<listcomp>)
        1    0.000    0.000    0.000    0.000 construction.py:651(_validate_or_indexify_columns)
        2    0.000    0.000    0.000    0.000 construction.py:682(<genexpr>)
        1    0.000    0.000    0.002    0.002 construction.py:709(_convert_object_array)
        3    0.000    0.000    0.002    0.001 construction.py:726(convert)
        1    0.000    0.000    0.002    0.002 construction.py:732(<listcomp>)
        2    0.000    0.000    0.000    0.000 construction.py:741(sanitize_index)
        3    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        3    0.000    0.000    0.001    0.000 contextlib.py:72(inner)
      640    0.000    0.000    0.000    0.000 coords.py:41(__init__)
     1916    0.005    0.000    0.006    0.000 coords.py:44(_update)
      958    0.006    0.000    0.009    0.000 coords.py:48(__len__)
      322    0.003    0.000    0.008    0.000 coords.py:69(__getitem__)
       12    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.001    0.001 dataclasses.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:1045(is_dataclass)
        1    0.000    0.000    0.000    0.000 dataclasses.py:155(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:160(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 dataclasses.py:167(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:176(_FIELD_BASE)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:202(_InitVarMeta)
        1    0.000    0.000    0.000    0.000 dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 dataclasses.py:231(Field)
        1    0.000    0.000    0.000    0.000 dataclasses.py:289(_DataclassParams)
        4    0.000    0.000    0.006    0.001 datetimes.py:135(_maybe_cache)
        4    0.000    0.000    0.010    0.003 datetimes.py:259(_convert_listlike_datetimes)
        4    0.000    0.000    0.016    0.004 datetimes.py:605(to_datetime)
        4    0.000    0.000    0.000    0.000 datetimes.py:79(should_cache)
      162    0.000    0.000    0.001    0.000 dispatch.py:11(should_extension_dispatch)
       20    0.000    0.000    0.000    0.000 dtype.py:187(construct_from_string)
       20    0.000    0.000    0.000    0.000 dtypes.py:1065(construct_from_string)
      716    0.002    0.000    0.005    0.000 dtypes.py:1119(is_dtype)
       20    0.000    0.000    0.000    0.000 dtypes.py:281(construct_from_string)
       20    0.000    0.000    0.000    0.000 dtypes.py:694(construct_from_string)
       20    0.000    0.000    0.000    0.000 dtypes.py:853(construct_from_string)
      750    0.002    0.000    0.005    0.000 dtypes.py:906(is_dtype)
     4365    0.002    0.000    0.002    0.000 einsumfunc.py:989(_einsum_dispatcher)
      873    0.002    0.000    0.021    0.000 einsumfunc.py:997(einsum)
     1618    0.004    0.000    0.026    0.000 element.py:103(add_child)
      319    0.000    0.000    0.011    0.000 element.py:117(add_to)
 1604/646    0.002    0.000    0.003    0.000 element.py:140(get_root)
  981/322    0.002    0.000    0.042    0.000 element.py:147(render)
        1    0.000    0.000    0.789    0.789 element.py:151(save)
        4    0.000    0.000    0.000    0.000 element.py:207(__init__)
        6    0.000    0.000    0.000    0.000 element.py:235(__init__)
        1    0.000    0.000    0.001    0.001 element.py:280(__init__)
      646    0.000    0.000    0.000    0.000 element.py:312(get_root)
        1    0.000    0.000    0.786    0.786 element.py:316(render)
      319    0.001    0.000    0.007    0.000 element.py:422(__init__)
     2579    0.010    0.000    0.586    0.000 element.py:51(__init__)
      321    0.001    0.000    0.006    0.000 element.py:617(__init__)
    321/1    0.010    0.000    0.762    0.762 element.py:621(render)
     3842    0.007    0.000    0.089    0.000 element.py:63(get_name)
        1    0.000    0.000    0.762    0.762 elements.py:10(render)
      967    0.002    0.000    0.002    0.000 encoder.py:104(__init__)
      967    0.004    0.000    0.022    0.000 encoder.py:182(encode)
      964    0.018    0.000    0.018    0.000 encoder.py:204(iterencode)
        8    0.000    0.000    0.000    0.000 enum.py:283(__call__)
        8    0.000    0.000    0.000    0.000 enum.py:562(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:664(value)
        4    0.000    0.000    0.000    0.000 enum.py:833(__and__)
      650    0.002    0.000    0.016    0.000 environment.py:1033(from_code)
      650    0.002    0.000    0.003    0.000 environment.py:1053(_from_namespace)
 1303/322    0.005    0.000    0.124    0.000 environment.py:1076(render)
     1307    0.002    0.000    0.016    0.000 environment.py:1136(new_context)
        4    0.000    0.000    0.000    0.000 environment.py:1148(make_module)
      963    0.001    0.000    0.001    0.000 environment.py:1168(_get_default_module)
      963    0.001    0.000    0.002    0.000 environment.py:1175(module)
        4    0.000    0.000    0.000    0.000 environment.py:1229(__init__)
     1950    0.003    0.000    0.006    0.000 environment.py:445(iter_extensions)
     1284    0.000    0.000    0.000    0.000 environment.py:449(getitem)
     9331    0.004    0.000    0.008    0.000 environment.py:466(getattr)
      650    0.003    0.000    0.152    0.000 environment.py:537(_parse)
      650    0.002    0.000    0.005    0.000 environment.py:557(preprocess)
      650    0.003    0.000    0.090    0.000 environment.py:568(_tokenize)
      650    0.002    0.000    0.213    0.000 environment.py:580(_generate)
      650    0.001    0.000    0.149    0.000 environment.py:595(_compile)
      650    0.004    0.000    0.518    0.001 environment.py:603(compile)
      648    0.001    0.000    0.006    0.000 environment.py:65(get_spontaneous_environment)
        1    0.000    0.000    0.012    0.012 environment.py:794(list_templates)
        1    0.000    0.000    0.000    0.000 environment.py:822(<listcomp>)
        2    0.000    0.000    0.009    0.005 environment.py:846(_load_template)
        2    0.000    0.000    0.009    0.005 environment.py:862(get_template)
      648    0.003    0.000    0.533    0.001 environment.py:935(from_string)
      650    0.000    0.000    0.000    0.000 environment.py:943(make_globals)
      648    0.003    0.000    0.542    0.001 environment.py:984(__new__)
        1    0.000    0.000    0.003    0.003 expressions.py:1(<module>)
      162    0.000    0.000    0.001    0.000 expressions.py:186(_has_bool_dtype)
      162    0.001    0.000    0.001    0.000 expressions.py:195(_bool_arith_check)
      162    0.001    0.000    0.017    0.000 expressions.py:217(evaluate)
        1    0.000    0.000    0.000    0.000 expressions.py:39(set_use_numexpr)
      162    0.001    0.000    0.014    0.000 expressions.py:61(_evaluate_standard)
      480    0.057    0.000    0.058    0.000 extmath.py:118(safe_sparse_dot)
      873    0.003    0.000    0.035    0.000 extmath.py:49(row_norms)
      969    0.004    0.000    0.036    0.000 extmath.py:663(_safe_accumulator_op)
      471    0.004    0.000    0.104    0.000 extmath.py:892(stable_cumsum)
      967    0.004    0.000    0.043    0.000 filters.py:1228(do_tojson)
        1    0.000    0.000    0.023    0.023 folium.py:216(__init__)
        1    0.000    0.000    0.767    0.767 folium.py:340(render)
        1    0.000    0.000    0.000    0.000 folium.py:64(__init__)
        6    0.000    0.000    0.000    0.000 frame.py:1099(__len__)
        1    0.000    0.000    0.000    0.000 frame.py:2854(_get_column_array)
        2    0.000    0.000    0.000    0.000 frame.py:2861(_iter_column_arrays)
      523    0.008    0.000    0.214    0.000 frame.py:2869(__getitem__)
        5    0.000    0.000    0.151    0.030 frame.py:2930(_getitem_bool_array)
        2    0.000    0.000    0.000    0.000 frame.py:3162(_ensure_valid_index)
      350    0.002    0.000    0.012    0.000 frame.py:3184(_box_col_values)
        2    0.000    0.000    0.010    0.005 frame.py:3610(insert)
        2    0.000    0.000    0.006    0.003 frame.py:3702(_sanitize_column)
      201    0.000    0.000    0.000    0.000 frame.py:421(_constructor)
      213    0.002    0.000    1.809    0.008 frame.py:441(__init__)
        6    0.000    0.000    0.127    0.021 frame.py:4621(reset_index)
        2    0.000    0.000    0.000    0.000 frame.py:4776(_maybe_casted_values)
        1    0.000    0.000    0.099    0.099 frame.py:4870(isna)
        1    0.001    0.001    0.273    0.273 frame.py:4887(dropna)
      202    0.000    0.000    0.000    0.000 frame.py:568(axes)
        1    0.000    0.000    0.000    0.000 frame.py:585(shape)
        1    0.000    0.000    0.000    0.000 frame.py:607(_is_homogeneous_type)
        6    0.000    0.000    0.003    0.000 frame.py:6401(groupby)
       12    0.000    0.000    0.066    0.005 frame.py:7754(join)
       12    0.000    0.000    0.066    0.005 frame.py:7878(_join_compat)
        1    0.000    0.000    0.111    0.111 frame.py:8383(count)
        1    0.000    0.000    0.006    0.006 frame.py:8531(_reduce)
        1    0.000    0.000    0.000    0.000 frame.py:8545(<listcomp>)
        1    0.000    0.000    0.006    0.006 frame.py:8571(func)
        2    0.000    0.000    0.000    0.000 frame.py:8883(_get_agg_axis)
        8    0.000    0.000    0.003    0.000 frame.py:953(items)
      471    0.000    0.000    0.000    0.000 fromnumeric.py:1191(_argmin_dispatcher)
      471    0.001    0.000    0.004    0.000 fromnumeric.py:1195(argmin)
      471    0.000    0.000    0.000    0.000 fromnumeric.py:1272(_searchsorted_dispatcher)
      471    0.001    0.000    0.004    0.000 fromnumeric.py:1276(searchsorted)
      471    0.000    0.000    0.000    0.000 fromnumeric.py:2029(_clip_dispatcher)
      471    0.001    0.000    0.030    0.000 fromnumeric.py:2033(clip)
     6104    0.002    0.000    0.002    0.000 fromnumeric.py:2100(_sum_dispatcher)
     6104    0.018    0.000    0.127    0.000 fromnumeric.py:2105(sum)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2245(_any_dispatcher)
        3    0.000    0.000    0.001    0.000 fromnumeric.py:2249(any)
     1413    0.000    0.000    0.000    0.000 fromnumeric.py:2333(_all_dispatcher)
     1413    0.003    0.000    0.022    0.000 fromnumeric.py:2337(all)
      471    0.000    0.000    0.000    0.000 fromnumeric.py:2414(_cumsum_dispatcher)
      471    0.001    0.000    0.017    0.000 fromnumeric.py:2418(cumsum)
      224    0.000    0.000    0.000    0.000 fromnumeric.py:2876(_prod_dispatcher)
      224    0.001    0.000    0.006    0.000 fromnumeric.py:2881(prod)
      946    0.000    0.000    0.000    0.000 fromnumeric.py:3071(_ndim_dispatcher)
      946    0.003    0.000    0.007    0.000 fromnumeric.py:3075(ndim)
     1885    0.003    0.000    0.054    0.000 fromnumeric.py:52(_wrapfunc)
     7744    0.030    0.000    0.132    0.000 fromnumeric.py:70(_wrapreduction)
     7744    0.009    0.000    0.009    0.000 fromnumeric.py:71(<dictcomp>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:995(_argsort_dispatcher)
        1    0.000    0.000    0.002    0.002 fromnumeric.py:999(argsort)
      174    0.000    0.000    0.000    0.000 function.py:48(__call__)
      167    0.009    0.000   27.710    0.166 function_base.py:2080(__call__)
      167    0.001    0.000    0.003    0.000 function_base.py:2110(_get_ufunc_and_otypes)
        4    0.000    0.000    0.000    0.000 function_base.py:2140(<listcomp>)
        8    0.000    0.000    0.000    0.000 function_base.py:2141(<genexpr>)
        4    0.000    0.000    0.000    0.000 function_base.py:2145(<listcomp>)
        4    0.000    0.000    0.000    0.000 function_base.py:2169(<listcomp>)
      167    1.070    0.006   27.701    0.166 function_base.py:2179(_vectorize_call)
      167    0.000    0.000    0.005    0.000 function_base.py:2189(<listcomp>)
        4    0.000    0.000    0.000    0.000 function_base.py:4417(_insert_dispatcher)
        4    0.000    0.000    0.001    0.000 function_base.py:4421(insert)
    20297    0.012    0.000    0.016    0.000 generic.py:10(_check)
        1    0.000    0.000    0.006    0.006 generic.py:11395(stat_func)
        3    0.000    0.000    0.001    0.000 generic.py:11562(logical_func)
        3    0.000    0.000    0.002    0.001 generic.py:1218(_wrap_applied_output)
        1    0.000    0.000    0.001    0.001 generic.py:1319(__invert__)
        6    0.000    0.000    0.000    0.000 generic.py:1477(_check_label_or_level_ambiguity)
        6    0.000    0.000    0.000    0.000 generic.py:1496(<genexpr>)
        8    0.000    0.000    0.000    0.000 generic.py:1719(__contains__)
     1440    0.005    0.000    0.005    0.000 generic.py:195(__init__)
     1019    0.001    0.000    0.001    0.000 generic.py:232(attrs)
       21    0.000    0.000    0.001    0.000 generic.py:249(_validate_dtype)
        2    0.000    0.000    0.000    0.000 generic.py:294(_data)
      350    0.001    0.000    0.002    0.000 generic.py:3180(_set_as_cached)
       17    0.000    0.000    0.000    0.000 generic.py:3250(_clear_item_cache)
      170    0.003    0.000    0.592    0.003 generic.py:3256(take)
      166    0.002    0.000    0.472    0.003 generic.py:3355(_take_with_is_copy)
      172    0.001    0.000    0.038    0.000 generic.py:3369(xs)
      521    0.003    0.000    0.050    0.000 generic.py:3534(_get_item_cache)
        3    0.000    0.000    0.001    0.000 generic.py:3553(_slice)
      169    0.001    0.000    0.001    0.000 generic.py:3584(_set_is_copy)
     1548    0.001    0.000    0.001    0.000 generic.py:365(_get_axis_number)
     1181    0.002    0.000    0.003    0.000 generic.py:377(_get_axis)
      173    0.001    0.000    0.001    0.000 generic.py:382(_get_block_manager_axis)
       35    0.000    0.000    0.000    0.000 generic.py:447(_info_axis)
      187    0.000    0.000    0.001    0.000 generic.py:471(ndim)
        1    0.000    0.000    0.001    0.001 generic.py:494(size)
     1031    0.004    0.000    0.008    0.000 generic.py:5097(__finalize__)
     2555    0.005    0.000    0.005    0.000 generic.py:5125(__getattr__)
     2461    0.010    0.000    0.020    0.000 generic.py:5143(__setattr__)
