Ouverture de la DataFrame...    5.402 s
On ne garde que les données du centre...    0.965 s
On sépare par la Seine...    12.490 s
Clusterisation...    11.265 s
Sauvegarde sur la carte...    0.621 s
Terminé !
         15046718 function calls (15012641 primitive calls) in 30.981 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 base.py:669(size)
      502    0.001    0.000    0.001    0.000 base.py:69(geometry_type_name)
      167    0.000    0.000    0.001    0.000 base.py:690(has_z)
     1340    0.003    0.000    0.009    0.000 base.py:696(is_empty)
      187    0.001    0.000    0.024    0.000 base.py:701(take)
        9    0.000    0.000    0.000    0.000 base.py:723(_assert_take_fillable)
      168    0.002    0.000    0.006    0.000 base.py:75(geom_factory)
        4    0.000    0.000    0.000    0.000 base.py:854(empty)
       12    0.000    0.000    0.000    0.000 blocks.py:111(_simple_new)
      528    0.004    0.000    0.392    0.001 blocks.py:1238(take_nd)
     1898    0.006    0.000    0.014    0.000 blocks.py:124(__init__)
     1898    0.002    0.000    0.002    0.000 blocks.py:135(_check_ndim)
       40    0.000    0.000    0.001    0.000 blocks.py:1536(__init__)
       28    0.000    0.000    0.000    0.000 blocks.py:1564(shape)
        8    0.000    0.000    0.000    0.000 blocks.py:1571(iget)
       40    0.000    0.000    0.000    0.000 blocks.py:1618(_maybe_coerce_values)
        4    0.000    0.000    0.000    0.000 blocks.py:1696(array_values)
        6    0.000    0.000    0.000    0.000 blocks.py:176(_consolidate_key)
       17    0.000    0.000    0.000    0.000 blocks.py:190(external_values)
      722    0.000    0.000    0.000    0.000 blocks.py:201(internal_values)
      868    0.002    0.000    0.007    0.000 blocks.py:207(array_values)
        7    0.000    0.000    0.000    0.000 blocks.py:213(get_values)
      528    0.000    0.000    0.000    0.000 blocks.py:229(fill_value)
     3614    0.001    0.000    0.001    0.000 blocks.py:233(mgr_locs)
     1901    0.004    0.000    0.004    0.000 blocks.py:237(mgr_locs)
      916    0.003    0.000    0.009    0.000 blocks.py:2396(__init__)
        2    0.000    0.000    0.000    0.000 blocks.py:244(make_block)
     1323    0.004    0.000    0.016    0.000 blocks.py:256(make_block_same_class)
      578    0.004    0.000    0.024    0.000 blocks.py:2677(get_block_type)
      575    0.003    0.000    0.033    0.000 blocks.py:2723(make_block)
      379    0.001    0.000    0.001    0.000 blocks.py:2750(_extend_blocks)
       12    0.000    0.000    0.000    0.000 blocks.py:287(_slice)
       12    0.000    0.000    0.000    0.000 blocks.py:292(getitem_block)
       44    0.000    0.000    0.000    0.000 blocks.py:311(shape)
     2576    0.001    0.000    0.001    0.000 blocks.py:315(dtype)
      365    0.000    0.000    0.000    0.000 blocks.py:319(iget)
        2    0.000    0.000    0.052    0.026 blocks.py:340(apply)
        2    0.000    0.000    0.000    0.000 blocks.py:350(_split_op_result)
      361    0.003    0.000    0.099    0.000 blocks.py:514(astype)
      375    0.001    0.000    0.244    0.001 blocks.py:675(copy)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
      540    0.005    0.000    0.012    0.000 cast.py:1187(maybe_castable)
       20    0.000    0.000    0.001    0.000 cast.py:1201(maybe_infer_to_datetimelike)
       28    0.000    0.000    0.001    0.000 cast.py:1310(maybe_cast_to_datetime)
       44    0.000    0.000    0.001    0.000 cast.py:1570(construct_1d_object_array_from_listlike)
       21    0.000    0.000    0.000    0.000 cast.py:1595(construct_1d_ndarray_preserving_na)
        4    0.000    0.000    0.000    0.000 cast.py:1630(maybe_cast_to_integer_array)
      537    0.004    0.000    0.013    0.000 cast.py:442(maybe_promote)
      537    0.001    0.000    0.003    0.000 cast.py:598(_ensure_dtype_type)
        4    0.000    0.000    0.000    0.000 cast.py:88(maybe_convert_platform)
        6    0.000    0.000    0.000    0.000 cast.py:898(astype_nansafe)
        1    0.000    0.000    0.001    0.001 check.py:1(<module>)
        1    0.044    0.044    0.232    0.232 clusterizer.py:153(nettoyer)
        4    0.003    0.001   11.265    2.816 clusterizer.py:169(clusterize)
        4    0.003    0.001    0.147    0.037 clusterizer.py:218(save_to_map)
        1    0.354    0.354   30.743   30.743 clusterizer.py:273(main_json)
  1253832    0.284    0.000    0.284    0.000 clusterizer.py:305(<lambda>)
  1253836   10.886    0.000   10.886    0.000 clusterizer.py:52(rapport_a_la_seine)
      168    0.001    0.000    0.321    0.002 clusterizer_utils.py:107(calculer_poids_cluster)
        4    0.000    0.000    0.000    0.000 clusterizer_utils.py:119(calculer_poids_cluster_wrapper)
      168    0.000    0.000    0.321    0.002 clusterizer_utils.py:126(fct)
      167    0.003    0.000    0.021    0.000 clusterizer_utils.py:131(swap_xy)
     2987    0.002    0.000    0.003    0.000 clusterizer_utils.py:147(swap_xy_coords)
        1    0.060    0.060    0.807    0.807 clusterizer_utils.py:173(filter_nearby_paris)
        5    0.033    0.007    1.192    0.238 clusterizer_utils.py:194(get_coords_from_object)
   943538    0.261    0.000    0.261    0.000 clusterizer_utils.py:204(<lambda>)
   943538    0.244    0.000    0.244    0.000 clusterizer_utils.py:205(<lambda>)
        4    0.000    0.000    0.441    0.110 clusterizer_utils.py:24(get_infos_clusters_poids)
        4    0.000    0.000    0.020    0.005 clusterizer_utils.py:38(get_infos_clusters_taille)
        4    0.163    0.041    7.566    1.891 clusterizer_utils.py:48(get_infos_clusters_enveloppes_convexes)
   313458    0.146    0.000    0.146    0.000 clusterizer_utils.py:67(<lambda>)
   313458    0.106    0.000    0.106    0.000 clusterizer_utils.py:68(<lambda>)
   626916    0.337    0.000    0.337    0.000 clusterizer_utils.py:88(calculer_poids_code_NAF)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.029    0.029 codecs.py:319(decode)
       43    0.000    0.000    0.000    0.000 common.py:1025(is_datetime_or_timedelta_dtype)
      170    0.001    0.000    0.004    0.000 common.py:1064(is_numeric_v_string_like)
        8    0.000    0.000    0.000    0.000 common.py:1123(is_datetimelike_v_numeric)
       43    0.000    0.000    0.001    0.000 common.py:1180(needs_i8_conversion)
      170    0.001    0.000    0.002    0.000 common.py:1223(is_numeric_dtype)
      171    0.000    0.000    0.001    0.000 common.py:1265(is_string_like_dtype)
      171    0.000    0.000    0.000    0.000 common.py:1293(<lambda>)
      225    0.000    0.000    0.001    0.000 common.py:1296(is_float_dtype)
      561    0.001    0.000    0.004    0.000 common.py:1330(is_bool_dtype)
        1    0.000    0.000    0.000    0.000 common.py:140(is_fsspec_url)
     5984    0.007    0.000    0.016    0.000 common.py:1460(is_extension_array_dtype)
      923    0.001    0.000    0.001    0.000 common.py:149(cast_scalar_indexer)
       38    0.000    0.000    0.000    0.000 common.py:150(ensure_python_int)
        8    0.000    0.000    0.000    0.000 common.py:1509(is_complex_dtype)
        1    0.000    0.000    0.000    0.000 common.py:152(get_filepath_or_buffer)
      201    0.000    0.000    0.001    0.000 common.py:1541(_is_dtype)
     2640    0.002    0.000    0.003    0.000 common.py:1565(_get_dtype)
     2298    0.003    0.000    0.007    0.000 common.py:1600(_is_dtype_type)
     1620    0.003    0.000    0.005    0.000 common.py:1733(pandas_dtype)
        4    0.000    0.000    0.000    0.000 common.py:176(not_none)
     1728    0.001    0.000    0.001    0.000 common.py:178(classes)
        8    0.000    0.000    0.000    0.000 common.py:180(<genexpr>)
     1728    0.001    0.000    0.001    0.000 common.py:180(<lambda>)
      570    0.000    0.000    0.000    0.000 common.py:183(classes_and_not_datetimelike)
      570    0.000    0.000    0.001    0.000 common.py:188(<lambda>)
       19    0.000    0.000    0.000    0.000 common.py:190(all_none)
       38    0.000    0.000    0.000    0.000 common.py:194(<genexpr>)
     1334    0.002    0.000    0.007    0.000 common.py:194(is_object_dtype)
       48    0.000    0.000    0.000    0.000 common.py:197(any_not_none)
       48    0.000    0.000    0.000    0.000 common.py:201(<genexpr>)
      144    0.000    0.000    0.001    0.000 common.py:218(asarray_tuplesafe)
      610    0.002    0.000    0.004    0.000 common.py:224(is_sparse)
       48    0.000    0.000    0.000    0.000 common.py:268(maybe_make_list)
        1    0.000    0.000    0.000    0.000 common.py:269(get_compression_method)
        8    0.000    0.000    0.000    0.000 common.py:274(maybe_iterable_to_list)
      184    0.000    0.000    0.000    0.000 common.py:283(is_null_slice)
        2    0.000    0.000    0.000    0.000 common.py:302(infer_compression)
        4    0.000    0.000    0.000    0.000 common.py:312(get_callable_name)
     1428    0.001    0.000    0.001    0.000 common.py:329(apply_if_callable)
       97    0.000    0.000    0.000    0.000 common.py:348(is_datetime64_dtype)
        1    0.000    0.000    0.001    0.001 common.py:356(get_handle)
     1202    0.002    0.000    0.005    0.000 common.py:381(is_datetime64tz_dtype)
      395    0.000    0.000    0.001    0.000 common.py:422(is_timedelta64_dtype)
      938    0.001    0.000    0.006    0.000 common.py:456(is_period_dtype)
        1    0.000    0.000    0.000    0.000 common.py:49(is_url)
      896    0.002    0.000    0.006    0.000 common.py:492(is_interval_dtype)
      169    0.001    0.000    0.089    0.001 common.py:50(new_method)
     1355    0.002    0.000    0.007    0.000 common.py:530(is_categorical_dtype)
       30    0.000    0.000    0.001    0.000 common.py:566(is_string_dtype)
       30    0.000    0.000    0.000    0.000 common.py:595(condition)
       13    0.000    0.000    0.000    0.000 common.py:598(is_excluded_dtype)
       52    0.000    0.000    0.000    0.000 common.py:603(<genexpr>)
      945    0.001    0.000    0.003    0.000 common.py:608(is_dtype_equal)
        4    0.000    0.000    0.000    0.000 common.py:67(_expand_user)
      100    0.000    0.000    0.000    0.000 common.py:696(is_integer_dtype)
      162    0.000    0.000    0.001    0.000 common.py:750(is_signed_integer_dtype)
      138    0.000    0.000    0.000    0.000 common.py:806(is_unsigned_integer_dtype)
      306    0.000    0.000    0.000    0.000 common.py:905(is_datetime64_any_dtype)
        4    0.000    0.000    0.000    0.000 common.py:947(is_datetime64_ns_dtype)
      358    0.001    0.000    0.005    0.000 common.py:97(is_bool_indexer)
        3    0.000    0.000    0.000    0.000 common.py:97(stringify_path)
      683    0.001    0.000    0.009    0.000 compiler.py:113(find_undeclared)
      683    0.001    0.000    0.002    0.000 compiler.py:1284(_make_finalize)
      683    0.000    0.000    0.003    0.000 compiler.py:1325(_output_const_repr)
      683    0.001    0.000    0.002    0.000 compiler.py:1332(_output_child_to_const)
      683    0.001    0.000    0.002    0.000 compiler.py:137(__init__)
      683    0.003    0.000    0.012    0.000 compiler.py:1374(visit_Output)
      683    0.001    0.000    0.001    0.000 compiler.py:202(__init__)
      683    0.001    0.000    0.001    0.000 compiler.py:224(__init__)
      683    0.003    0.000    0.003    0.000 compiler.py:248(__init__)
      683    0.000    0.000    0.000    0.000 compiler.py:348(indent)
      683    0.000    0.000    0.000    0.000 compiler.py:352(outdent)
      683    0.001    0.000    0.017    0.000 compiler.py:374(blockvisit)
     8196    0.012    0.000    0.015    0.000 compiler.py:385(write)
     8196    0.006    0.000    0.027    0.000 compiler.py:399(writeline)
     8196    0.004    0.000    0.006    0.000 compiler.py:404(newline)
      683    0.002    0.000    0.009    0.000 compiler.py:464(pull_dependencies)
      683    0.001    0.000    0.001    0.000 compiler.py:478(enter_frame)
      683    0.000    0.000    0.000    0.000 compiler.py:494(leave_frame)
      683    0.000    0.000    0.000    0.000 compiler.py:502(func)
      683    0.001    0.000    0.009    0.000 compiler.py:618(write_commons)
      683    0.016    0.000    0.119    0.000 compiler.py:712(visit_Template)
      683    0.002    0.000    0.128    0.000 compiler.py:78(generate)
      683    0.000    0.000    0.000    0.000 compiler.py:827(<genexpr>)
      683    0.000    0.000    0.000    0.000 compiler.py:833(<genexpr>)
       16    0.000    0.000    0.002    0.000 concat.py:110(concat_compat)
       32    0.000    0.000    0.000    0.000 concat.py:128(is_nonempty)
       16    0.000    0.000    0.000    0.000 concat.py:139(<listcomp>)
       32    0.000    0.000    0.000    0.000 concat.py:144(<genexpr>)
       16    0.000    0.000    0.000    0.000 concat.py:147(<setcomp>)
       48    0.000    0.000    0.000    0.000 concat.py:148(<genexpr>)
       48    0.000    0.000    0.000    0.000 concat.py:174(__init__)
       16    0.000    0.000    0.001    0.000 concat.py:29(get_dtype_kinds)
       16    0.000    0.000    0.031    0.002 concat.py:31(concatenate_block_managers)
       16    0.000    0.000    0.002    0.000 concat.py:48(<listcomp>)
       64    0.000    0.000    0.000    0.000 concat.py:525(_combine_concat_plans)
       32    0.001    0.000    0.002    0.000 concat.py:87(_get_mgr_concatenation_plan)
        5    0.000    0.000    0.000    0.000 config.py:104(_get_option)
        8    0.000    0.000    0.000    0.000 config.py:112(_set_option)
        1    0.000    0.000    0.000    0.000 config.py:232(__call__)
        4    0.000    0.000    0.000    0.000 config.py:394(__init__)
        4    0.000    0.000    0.000    0.000 config.py:402(__enter__)
        4    0.000    0.000    0.000    0.000 config.py:403(<listcomp>)
        4    0.000    0.000    0.000    0.000 config.py:408(__exit__)
       13    0.000    0.000    0.000    0.000 config.py:539(_select_options)
       13    0.000    0.000    0.000    0.000 config.py:557(_get_root)
       14    0.000    0.000    0.000    0.000 config.py:571(_get_deprecated_option)
        8    0.000    0.000    0.000    0.000 config.py:587(_get_registered_option)
       13    0.000    0.000    0.000    0.000 config.py:598(_translate_key)
        1    0.000    0.000    0.000    0.000 config.py:610(_warn_if_deprecated)
        8    0.000    0.000    0.000    0.000 config.py:804(inner)
       13    0.000    0.000    0.000    0.000 config.py:86(_get_single_key)
       20    0.000    0.000    0.013    0.001 construction.py:143(init_ndarray)
       12    0.000    0.000    0.000    0.000 construction.py:289(_prep_ndarray)
        9    0.000    0.000    0.173    0.019 construction.py:329(_homogenize)
     1533    0.002    0.000    0.011    0.000 construction.py:339(extract_array)
        4    0.000    0.000    0.000    0.000 construction.py:360(extract_index)
      556    0.005    0.000    0.282    0.001 construction.py:390(sanitize_array)
       12    0.000    0.000    0.004    0.000 construction.py:450(_get_axes)
        1    0.014    0.014    0.938    0.938 construction.py:498(to_arrays)
      544    0.001    0.000    0.015    0.000 construction.py:520(_try_cast)
      575    0.001    0.000    0.005    0.000 construction.py:580(is_empty_data)
        9    0.000    0.000    0.224    0.025 construction.py:60(arrays_to_mgr)
        4    0.000    0.000    0.002    0.000 construction.py:600(create_series_with_explicit_dtype)
        1    0.000    0.000    0.924    0.924 construction.py:609(_list_of_dict_to_arrays)
   663561    0.300    0.000    0.345    0.000 construction.py:637(<genexpr>)
        2    0.000    0.000    0.000    0.000 construction.py:638(<genexpr>)
        1    0.182    0.182    0.182    0.182 construction.py:643(<listcomp>)
        1    0.000    0.000    0.000    0.000 construction.py:651(_validate_or_indexify_columns)
        2    0.000    0.000    0.000    0.000 construction.py:682(<genexpr>)
        1    0.000    0.000    0.001    0.001 construction.py:709(_convert_object_array)
        3    0.000    0.000    0.001    0.000 construction.py:726(convert)
        1    0.000    0.000    0.001    0.001 construction.py:732(<listcomp>)
        2    0.000    0.000    0.000    0.000 construction.py:741(sanitize_index)
        4    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        4    0.000    0.000    0.001    0.000 contextlib.py:72(inner)
      672    0.000    0.000    0.000    0.000 coords.py:41(__init__)
     2012    0.005    0.000    0.005    0.000 coords.py:44(_update)
     1006    0.003    0.000    0.006    0.000 coords.py:48(__len__)
      338    0.002    0.000    0.006    0.000 coords.py:69(__getitem__)
       22    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.001    0.001 dataclasses.py:1(<module>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:1045(is_dataclass)
        1    0.000    0.000    0.000    0.000 dataclasses.py:155(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:160(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 dataclasses.py:167(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:176(_FIELD_BASE)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:202(_InitVarMeta)
        1    0.000    0.000    0.000    0.000 dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 dataclasses.py:231(Field)
        1    0.000    0.000    0.000    0.000 dataclasses.py:289(_DataclassParams)
        4    0.000    0.000    0.002    0.000 datetimes.py:135(_maybe_cache)
        4    0.000    0.000    0.004    0.001 datetimes.py:259(_convert_listlike_datetimes)
        4    0.000    0.000    0.006    0.002 datetimes.py:605(to_datetime)
        4    0.000    0.000    0.000    0.000 datetimes.py:79(should_cache)
      170    0.000    0.000    0.000    0.000 dispatch.py:11(should_extension_dispatch)
       21    0.000    0.000    0.000    0.000 dtype.py:187(construct_from_string)
       21    0.000    0.000    0.000    0.000 dtypes.py:1065(construct_from_string)
      798    0.002    0.000    0.004    0.000 dtypes.py:1119(is_dtype)
       21    0.000    0.000    0.000    0.000 dtypes.py:281(construct_from_string)
       21    0.000    0.000    0.000    0.000 dtypes.py:694(construct_from_string)
       21    0.000    0.000    0.000    0.000 dtypes.py:853(construct_from_string)
      840    0.002    0.000    0.004    0.000 dtypes.py:906(is_dtype)
     4795    0.002    0.000    0.002    0.000 einsumfunc.py:989(_einsum_dispatcher)
      959    0.001    0.000    0.018    0.000 einsumfunc.py:997(einsum)
     1699    0.003    0.000    0.022    0.000 element.py:103(add_child)
      335    0.000    0.000    0.010    0.000 element.py:117(add_to)
 1685/679    0.001    0.000    0.001    0.000 element.py:140(get_root)
 1030/338    0.001    0.000    0.027    0.000 element.py:147(render)
        1    0.000    0.000    0.473    0.473 element.py:151(save)
        4    0.000    0.000    0.000    0.000 element.py:207(__init__)
        6    0.000    0.000    0.000    0.000 element.py:235(__init__)
        1    0.000    0.000    0.001    0.001 element.py:280(__init__)
      679    0.000    0.000    0.000    0.000 element.py:312(get_root)
        1    0.000    0.000    0.471    0.471 element.py:316(render)
      335    0.001    0.000    0.006    0.000 element.py:422(__init__)
     2708    0.007    0.000    0.359    0.000 element.py:51(__init__)
      337    0.000    0.000    0.005    0.000 element.py:617(__init__)
    337/1    0.004    0.000    0.457    0.457 element.py:621(render)
     4035    0.004    0.000    0.062    0.000 element.py:63(get_name)
        1    0.000    0.000    0.457    0.457 elements.py:10(render)
     1015    0.001    0.000    0.001    0.000 encoder.py:104(__init__)
     1015    0.002    0.000    0.014    0.000 encoder.py:182(encode)
     1012    0.012    0.000    0.012    0.000 encoder.py:204(iterencode)
        8    0.000    0.000    0.000    0.000 enum.py:283(__call__)
        8    0.000    0.000    0.000    0.000 enum.py:562(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:664(value)
        4    0.000    0.000    0.000    0.000 enum.py:833(__and__)
      683    0.001    0.000    0.009    0.000 environment.py:1033(from_code)
      683    0.001    0.000    0.002    0.000 environment.py:1053(_from_namespace)
 1368/338    0.003    0.000    0.077    0.000 environment.py:1076(render)
     1372    0.001    0.000    0.010    0.000 environment.py:1136(new_context)
        4    0.000    0.000    0.000    0.000 environment.py:1148(make_module)
     1011    0.000    0.000    0.000    0.000 environment.py:1168(_get_default_module)
     1011    0.000    0.000    0.001    0.000 environment.py:1175(module)
        4    0.000    0.000    0.000    0.000 environment.py:1229(__init__)
     2049    0.002    0.000    0.004    0.000 environment.py:445(iter_extensions)
     1348    0.000    0.000    0.000    0.000 environment.py:449(getitem)
     9796    0.003    0.000    0.005    0.000 environment.py:466(getattr)
      683    0.002    0.000    0.093    0.000 environment.py:537(_parse)
      683    0.001    0.000    0.003    0.000 environment.py:557(preprocess)
      683    0.002    0.000    0.055    0.000 environment.py:568(_tokenize)
      683    0.001    0.000    0.129    0.000 environment.py:580(_generate)
      683    0.001    0.000    0.088    0.000 environment.py:595(_compile)
      683    0.002    0.000    0.313    0.000 environment.py:603(compile)
      681    0.001    0.000    0.003    0.000 environment.py:65(get_spontaneous_environment)
        1    0.000    0.000    0.005    0.005 environment.py:794(list_templates)
        1    0.000    0.000    0.000    0.000 environment.py:822(<listcomp>)
        2    0.000    0.000    0.004    0.002 environment.py:846(_load_template)
        2    0.000    0.000    0.004    0.002 environment.py:862(get_template)
      681    0.002    0.000    0.323    0.000 environment.py:935(from_string)
      683    0.000    0.000    0.000    0.000 environment.py:943(make_globals)
      681    0.002    0.000    0.327    0.000 environment.py:984(__new__)
        1    0.000    0.000    0.002    0.002 expressions.py:1(<module>)
      170    0.000    0.000    0.001    0.000 expressions.py:186(_has_bool_dtype)
      170    0.000    0.000    0.001    0.000 expressions.py:195(_bool_arith_check)
      170    0.001    0.000    0.026    0.000 expressions.py:217(evaluate)
        1    0.000    0.000    0.000    0.000 expressions.py:39(set_use_numexpr)
      170    0.001    0.000    0.024    0.000 expressions.py:61(_evaluate_standard)
      504    0.033    0.000    0.033    0.000 extmath.py:118(safe_sparse_dot)
      959    0.003    0.000    0.031    0.000 extmath.py:49(row_norms)
     1020    0.003    0.000    0.031    0.000 extmath.py:663(_safe_accumulator_op)
      492    0.004    0.000    0.089    0.000 extmath.py:892(stable_cumsum)
     1015    0.002    0.000    0.026    0.000 filters.py:1228(do_tojson)
        1    0.000    0.000    0.011    0.011 folium.py:216(__init__)
        1    0.000    0.000    0.458    0.458 folium.py:340(render)
        1    0.000    0.000    0.000    0.000 folium.py:64(__init__)
        6    0.000    0.000    0.000    0.000 frame.py:1099(__len__)
        1    0.000    0.000    0.000    0.000 frame.py:2854(_get_column_array)
        2    0.000    0.000    0.000    0.000 frame.py:2861(_iter_column_arrays)
      555    0.007    0.000    0.148    0.000 frame.py:2869(__getitem__)
        5    0.000    0.000    0.097    0.019 frame.py:2930(_getitem_bool_array)
        2    0.000    0.000    0.000    0.000 frame.py:3162(_ensure_valid_index)
      372    0.002    0.000    0.010    0.000 frame.py:3184(_box_col_values)
        2    0.000    0.000    0.004    0.002 frame.py:3610(insert)
        2    0.000    0.000    0.002    0.001 frame.py:3702(_sanitize_column)
      216    0.000    0.000    0.000    0.000 frame.py:421(_constructor)
      232    0.001    0.000    1.174    0.005 frame.py:441(__init__)
        6    0.000    0.000    0.081    0.014 frame.py:4621(reset_index)
        2    0.000    0.000    0.000    0.000 frame.py:4776(_maybe_casted_values)
        1    0.000    0.000    0.052    0.052 frame.py:4870(isna)
        1    0.001    0.001    0.150    0.150 frame.py:4887(dropna)
      224    0.000    0.000    0.000    0.000 frame.py:568(axes)
        1    0.000    0.000    0.000    0.000 frame.py:585(shape)
        1    0.000    0.000    0.000    0.000 frame.py:607(_is_homogeneous_type)
        8    0.000    0.000    0.003    0.000 frame.py:6401(groupby)
       16    0.000    0.000    0.050    0.003 frame.py:7754(join)
       16    0.000    0.000    0.050    0.003 frame.py:7878(_join_compat)
        1    0.000    0.000    0.058    0.058 frame.py:8383(count)
        1    0.000    0.000    0.004    0.004 frame.py:8531(_reduce)
        1    0.000    0.000    0.000    0.000 frame.py:8545(<listcomp>)
        1    0.000    0.000    0.003    0.003 frame.py:8571(func)
        2    0.000    0.000    0.000    0.000 frame.py:8883(_get_agg_axis)
        8    0.000    0.000    0.000    0.000 frame.py:953(items)
      492    0.000    0.000    0.000    0.000 fromnumeric.py:1191(_argmin_dispatcher)
      492    0.001    0.000    0.003    0.000 fromnumeric.py:1195(argmin)
      492    0.000    0.000    0.000    0.000 fromnumeric.py:1272(_searchsorted_dispatcher)
      492    0.001    0.000    0.004    0.000 fromnumeric.py:1276(searchsorted)
      492    0.000    0.000    0.000    0.000 fromnumeric.py:2029(_clip_dispatcher)
      492    0.001    0.000    0.026    0.000 fromnumeric.py:2033(clip)
    20446    0.005    0.000    0.005    0.000 fromnumeric.py:2100(_sum_dispatcher)
    20446    0.047    0.000    0.277    0.000 fromnumeric.py:2105(sum)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2245(_any_dispatcher)
        4    0.000    0.000    0.001    0.000 fromnumeric.py:2249(any)
     1476    0.000    0.000    0.000    0.000 fromnumeric.py:2333(_all_dispatcher)
     1476    0.002    0.000    0.018    0.000 fromnumeric.py:2337(all)
      492    0.000    0.000    0.000    0.000 fromnumeric.py:2414(_cumsum_dispatcher)
      492    0.001    0.000    0.015    0.000 fromnumeric.py:2418(cumsum)
      279    0.000    0.000    0.000    0.000 fromnumeric.py:2876(_prod_dispatcher)
      279    0.001    0.000    0.006    0.000 fromnumeric.py:2881(prod)
      988    0.000    0.000    0.000    0.000 fromnumeric.py:3071(_ndim_dispatcher)
      988    0.003    0.000    0.006    0.000 fromnumeric.py:3075(ndim)
     1969    0.002    0.000    0.045    0.000 fromnumeric.py:52(_wrapfunc)
    22205    0.064    0.000    0.245    0.000 fromnumeric.py:70(_wrapreduction)
    22205    0.020    0.000    0.020    0.000 fromnumeric.py:71(<dictcomp>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:995(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:999(argsort)
      184    0.000    0.000    0.000    0.000 function.py:48(__call__)
      176    0.005    0.000   11.980    0.068 function_base.py:2080(__call__)
      176    0.000    0.000    0.001    0.000 function_base.py:2110(_get_ufunc_and_otypes)
        4    0.000    0.000    0.000    0.000 function_base.py:2140(<listcomp>)
        8    0.000    0.000    0.000    0.000 function_base.py:2141(<genexpr>)
        4    0.000    0.000    0.000    0.000 function_base.py:2145(<listcomp>)
        4    0.000    0.000    0.000    0.000 function_base.py:2169(<listcomp>)
      176    0.716    0.004   11.975    0.068 function_base.py:2179(_vectorize_call)
      176    0.000    0.000    0.004    0.000 function_base.py:2189(<listcomp>)
        4    0.000    0.000    0.000    0.000 function_base.py:4417(_insert_dispatcher)
        4    0.000    0.000    0.000    0.000 function_base.py:4421(insert)
    22144    0.009    0.000    0.012    0.000 generic.py:10(_check)
        1    0.000    0.000    0.004    0.004 generic.py:11395(stat_func)
        4    0.000    0.000    0.001    0.000 generic.py:11562(logical_func)
        4    0.000    0.000    0.002    0.000 generic.py:1218(_wrap_applied_output)
        1    0.000    0.000    0.000    0.000 generic.py:1319(__invert__)
        8    0.000    0.000    0.000    0.000 generic.py:1477(_check_label_or_level_ambiguity)
        8    0.000    0.000    0.000    0.000 generic.py:1496(<genexpr>)
       10    0.000    0.000    0.000    0.000 generic.py:1719(__contains__)
     1530    0.004    0.000    0.004    0.000 generic.py:195(__init__)
     1073    0.001    0.000    0.001    0.000 generic.py:232(attrs)
       20    0.000    0.000    0.001    0.000 generic.py:249(_validate_dtype)
        2    0.000    0.000    0.000    0.000 generic.py:294(_data)
      372    0.001    0.000    0.001    0.000 generic.py:3180(_set_as_cached)
       17    0.000    0.000    0.000    0.000 generic.py:3250(_clear_item_cache)
      179    0.003    0.000    0.456    0.003 generic.py:3256(take)
      174    0.001    0.000    0.369    0.002 generic.py:3355(_take_with_is_copy)
      184    0.001    0.000    0.030    0.000 generic.py:3369(xs)
      552    0.003    0.000    0.040    0.000 generic.py:3534(_get_item_cache)
        4    0.000    0.000    0.000    0.000 generic.py:3553(_slice)
      178    0.001    0.000    0.001    0.000 generic.py:3584(_set_is_copy)
     1646    0.001    0.000    0.001    0.000 generic.py:365(_get_axis_number)
     1251    0.002    0.000    0.002    0.000 generic.py:377(_get_axis)
      183    0.000    0.000    0.000    0.000 generic.py:382(_get_block_manager_axis)
       46    0.000    0.000    0.000    0.000 generic.py:447(_info_axis)
      204    0.000    0.000    0.000    0.000 generic.py:471(ndim)
        1    0.000    0.000    0.000    0.000 generic.py:494(size)
     1089    0.004    0.000    0.006    0.000 generic.py:5097(__finalize__)
     2696    0.004    0.000    0.004    0.000 generic.py:5125(__getattr__)
     2611    0.008    0.000    0.015    0.000 generic.py:5143(__setattr__)
      182    0.000    0.000    0.005    0.000 generic.py:5199(_protect_consolidate)
