;geometry;cluster;centroids
784;{'type': 'Point', 'coordinates': [2.265545, 48.919417]};3.0;POINT (2.518279042780748 48.80550006951871)
785;{'type': 'Point', 'coordinates': [2.404846, 48.844539]};0.0;POINT (2.322916576523031 48.8675703640416)
786;{'type': 'Point', 'coordinates': [2.685853, 48.596839]};0.0;POINT (2.322916576523031 48.8675703640416)
787;{'type': 'Point', 'coordinates': [2.36746, 48.828018]};0.0;POINT (2.322916576523031 48.8675703640416)
788;{'type': 'Point', 'coordinates': [2.354561, 48.959186]};0.0;POINT (2.322916576523031 48.8675703640416)
789;{'type': 'Point', 'coordinates': [2.399576, 48.850729]};0.0;POINT (2.322916576523031 48.8675703640416)
790;{'type': 'Point', 'coordinates': [2.258937, 48.516878]};1.0;POINT (2.002250676190476 48.86037997142857)
791;{'type': 'Point', 'coordinates': [2.357603, 48.866188]};0.0;POINT (2.322916576523031 48.8675703640416)
792;{'type': 'Point', 'coordinates': [2.275304, 48.929707]};0.0;POINT (2.322916576523031 48.8675703640416)
793;{'type': 'Point', 'coordinates': [2.349284, 48.805214]};1.0;POINT (2.002250676190476 48.86037997142857)
794;{'type': 'Point', 'coordinates': [2.315048, 48.878548]};0.0;POINT (2.322916576523031 48.8675703640416)
795;{'type': 'Point', 'coordinates': [2.361295, 48.868419]};3.0;POINT (2.518279042780748 48.80550006951871)
796;{'type': 'Point', 'coordinates': [2.11228, 49.035256]};0.0;POINT (2.322916576523031 48.8675703640416)
797;{'type': 'Point', 'coordinates': [2.712618, 48.880998]};3.0;POINT (2.518279042780748 48.80550006951871)
798;{'type': 'Point', 'coordinates': [2.237742, 48.883488]};2.0;POINT (2.8888956 48.49346291428571)
799;{'type': 'Point', 'coordinates': [1.7360389999999999, 48.992275]};3.0;POINT (2.518279042780748 48.80550006951871)
800;{'type': 'Point', 'coordinates': [2.3081709999999998, 48.967304]};3.0;POINT (2.518279042780748 48.80550006951871)
801;{'type': 'Point', 'coordinates': [2.372275, 48.880166]};3.0;POINT (2.518279042780748 48.80550006951871)
802;{'type': 'Point', 'coordinates': [2.422346, 48.933487]};1.0;POINT (2.002250676190476 48.86037997142857)
803;{'type': 'Point', 'coordinates': [2.300118, 48.839508]};1.0;POINT (2.002250676190476 48.86037997142857)
804;{'type': 'Point', 'coordinates': [2.463434, 48.911468]};0.0;POINT (2.322916576523031 48.8675703640416)
805;{'type': 'Point', 'coordinates': [2.248245, 48.739581]};3.0;POINT (2.518279042780748 48.80550006951871)
806;{'type': 'Point', 'coordinates': [2.674666, 48.865541]};0.0;POINT (2.322916576523031 48.8675703640416)
807;{'type': 'Point', 'coordinates': [2.41667, 48.992628]};1.0;POINT (2.002250676190476 48.86037997142857)
808;{'type': 'Point', 'coordinates': [2.237359, 48.84036]};1.0;POINT (2.002250676190476 48.86037997142857)
809;{'type': 'Point', 'coordinates': [2.287377, 48.838235]};3.0;POINT (2.518279042780748 48.80550006951871)
810;{'type': 'Point', 'coordinates': [2.263048, 48.998208]};0.0;POINT (2.322916576523031 48.8675703640416)
811;{'type': 'Point', 'coordinates': [2.260216, 48.841075000000004]};0.0;POINT (2.322916576523031 48.8675703640416)
812;{'type': 'Point', 'coordinates': [2.224376, 48.954015]};0.0;POINT (2.322916576523031 48.8675703640416)
813;{'type': 'Point', 'coordinates': [2.338305, 48.936006]};0.0;POINT (2.322916576523031 48.8675703640416)
814;{'type': 'Point', 'coordinates': [2.305827, 48.870814]};0.0;POINT (2.322916576523031 48.8675703640416)
815;{'type': 'Point', 'coordinates': [2.257949, 48.931113]};0.0;POINT (2.322916576523031 48.8675703640416)
816;{'type': 'Point', 'coordinates': [2.542199, 48.840277]};0.0;POINT (2.322916576523031 48.8675703640416)
817;{'type': 'Point', 'coordinates': [1.909636, 48.979767]};1.0;POINT (2.002250676190476 48.86037997142857)
818;{'type': 'Point', 'coordinates': [1.9511, 48.828551]};3.0;POINT (2.518279042780748 48.80550006951871)
819;{'type': 'Point', 'coordinates': [2.393955, 48.872718]};3.0;POINT (2.518279042780748 48.80550006951871)
820;{'type': 'Point', 'coordinates': [2.342625, 48.848753]};3.0;POINT (2.518279042780748 48.80550006951871)
821;{'type': 'Point', 'coordinates': [2.365388, 48.817818]};0.0;POINT (2.322916576523031 48.8675703640416)
822;{'type': 'Point', 'coordinates': [2.285988, 48.874434]};0.0;POINT (2.322916576523031 48.8675703640416)
823;{'type': 'Point', 'coordinates': [2.5296279999999998, 48.872686]};0.0;POINT (2.322916576523031 48.8675703640416)
825;{'type': 'Point', 'coordinates': [2.284455, 48.848082]};3.0;POINT (2.518279042780748 48.80550006951871)
826;{'type': 'Point', 'coordinates': [2.368938, 48.85893]};0.0;POINT (2.322916576523031 48.8675703640416)
827;{'type': 'Point', 'coordinates': [2.500418, 48.866153]};0.0;POINT (2.322916576523031 48.8675703640416)
828;{'type': 'Point', 'coordinates': [2.329816, 48.866814]};0.0;POINT (2.322916576523031 48.8675703640416)
829;{'type': 'Point', 'coordinates': [2.308333, 48.896584]};0.0;POINT (2.322916576523031 48.8675703640416)
830;{'type': 'Point', 'coordinates': [2.263837, 48.884649]};0.0;POINT (2.322916576523031 48.8675703640416)
831;{'type': 'Point', 'coordinates': [2.350601, 48.704703]};0.0;POINT (2.322916576523031 48.8675703640416)
832;{'type': 'Point', 'coordinates': [2.397448, 49.056457]};0.0;POINT (2.322916576523031 48.8675703640416)
833;{'type': 'Point', 'coordinates': [2.076499, 49.059735]};0.0;POINT (2.322916576523031 48.8675703640416)
834;{'type': 'Point', 'coordinates': [2.361121, 48.822718]};0.0;POINT (2.322916576523031 48.8675703640416)
835;{'type': 'Point', 'coordinates': [2.446479, 48.985365]};0.0;POINT (2.322916576523031 48.8675703640416)
836;{'type': 'Point', 'coordinates': [2.110189, 49.044335]};0.0;POINT (2.322916576523031 48.8675703640416)
837;{'type': 'Point', 'coordinates': [2.390694, 48.886131]};0.0;POINT (2.322916576523031 48.8675703640416)
838;{'type': 'Point', 'coordinates': [2.512853, 48.895006]};1.0;POINT (2.002250676190476 48.86037997142857)
839;{'type': 'Point', 'coordinates': [2.194402, 48.677377]};0.0;POINT (2.322916576523031 48.8675703640416)
840;{'type': 'Point', 'coordinates': [2.405948, 48.546918]};0.0;POINT (2.322916576523031 48.8675703640416)
841;{'type': 'Point', 'coordinates': [2.958795, 48.371895]};0.0;POINT (2.322916576523031 48.8675703640416)
842;{'type': 'Point', 'coordinates': [2.416109, 48.738393]};3.0;POINT (2.518279042780748 48.80550006951871)
843;{'type': 'Point', 'coordinates': [2.450775, 48.878541]};0.0;POINT (2.322916576523031 48.8675703640416)
844;{'type': 'Point', 'coordinates': [2.428644, 48.628008]};0.0;POINT (2.322916576523031 48.8675703640416)
845;{'type': 'Point', 'coordinates': [2.083515, 48.888703]};0.0;POINT (2.322916576523031 48.8675703640416)
846;{'type': 'Point', 'coordinates': [1.9620600000000001, 48.912588]};0.0;POINT (2.322916576523031 48.8675703640416)
847;{'type': 'Point', 'coordinates': [2.389735, 48.881923]};0.0;POINT (2.322916576523031 48.8675703640416)
848;{'type': 'Point', 'coordinates': [2.596515, 48.739629]};0.0;POINT (2.322916576523031 48.8675703640416)
849;{'type': 'Point', 'coordinates': [2.3026590000000002, 48.795622]};0.0;POINT (2.322916576523031 48.8675703640416)
850;{'type': 'Point', 'coordinates': [1.72324, 48.983945]};0.0;POINT (2.322916576523031 48.8675703640416)
851;{'type': 'Point', 'coordinates': [2.155798, 49.014773]};3.0;POINT (2.518279042780748 48.80550006951871)
852;{'type': 'Point', 'coordinates': [2.6043279999999998, 48.947669]};0.0;POINT (2.322916576523031 48.8675703640416)
853;{'type': 'Point', 'coordinates': [2.368779, 48.855681]};3.0;POINT (2.518279042780748 48.80550006951871)
854;{'type': 'Point', 'coordinates': [2.3224679999999998, 48.823648]};0.0;POINT (2.322916576523031 48.8675703640416)
855;{'type': 'Point', 'coordinates': [2.272594, 48.889733]};0.0;POINT (2.322916576523031 48.8675703640416)
856;{'type': 'Point', 'coordinates': [2.337325, 48.876682]};0.0;POINT (2.322916576523031 48.8675703640416)
857;{'type': 'Point', 'coordinates': [2.316593, 48.873054]};1.0;POINT (2.002250676190476 48.86037997142857)
858;{'type': 'Point', 'coordinates': [2.333385, 48.635673]};3.0;POINT (2.518279042780748 48.80550006951871)
859;{'type': 'Point', 'coordinates': [2.251862, 48.891859]};1.0;POINT (2.002250676190476 48.86037997142857)
860;{'type': 'Point', 'coordinates': [1.61728, 48.960259]};0.0;POINT (2.322916576523031 48.8675703640416)
861;{'type': 'Point', 'coordinates': [2.761629, 48.86887]};0.0;POINT (2.322916576523031 48.8675703640416)
863;{'type': 'Point', 'coordinates': [2.479323, 48.893662]};0.0;POINT (2.322916576523031 48.8675703640416)
864;{'type': 'Point', 'coordinates': [2.424477, 48.604001]};3.0;POINT (2.518279042780748 48.80550006951871)
865;{'type': 'Point', 'coordinates': [2.248724, 48.589638]};0.0;POINT (2.322916576523031 48.8675703640416)
866;{'type': 'Point', 'coordinates': [2.411707, 48.818403]};0.0;POINT (2.322916576523031 48.8675703640416)
867;{'type': 'Point', 'coordinates': [2.356466, 48.828962]};0.0;POINT (2.322916576523031 48.8675703640416)
868;{'type': 'Point', 'coordinates': [2.511292, 48.9136]};0.0;POINT (2.322916576523031 48.8675703640416)
869;{'type': 'Point', 'coordinates': [2.610655, 48.793329]};0.0;POINT (2.322916576523031 48.8675703640416)
870;{'type': 'Point', 'coordinates': [2.187364, 48.918727]};0.0;POINT (2.322916576523031 48.8675703640416)
871;{'type': 'Point', 'coordinates': [2.291231, 48.816064]};0.0;POINT (2.322916576523031 48.8675703640416)
872;{'type': 'Point', 'coordinates': [2.37371, 48.84713]};3.0;POINT (2.518279042780748 48.80550006951871)
873;{'type': 'Point', 'coordinates': [2.365205, 48.869339]};0.0;POINT (2.322916576523031 48.8675703640416)
874;{'type': 'Point', 'coordinates': [2.363467, 48.82616]};0.0;POINT (2.322916576523031 48.8675703640416)
875;{'type': 'Point', 'coordinates': [2.319052, 48.878918]};0.0;POINT (2.322916576523031 48.8675703640416)
876;{'type': 'Point', 'coordinates': [2.214116, 48.886403]};0.0;POINT (2.322916576523031 48.8675703640416)
877;{'type': 'Point', 'coordinates': [2.281391, 48.859985]};3.0;POINT (2.518279042780748 48.80550006951871)
879;{'type': 'Point', 'coordinates': [2.3098710000000002, 48.871866]};0.0;POINT (2.322916576523031 48.8675703640416)
880;{'type': 'Point', 'coordinates': [2.351689, 48.825783]};3.0;POINT (2.518279042780748 48.80550006951871)
881;{'type': 'Point', 'coordinates': [2.315547, 48.782068]};0.0;POINT (2.322916576523031 48.8675703640416)
882;{'type': 'Point', 'coordinates': [2.355133, 48.859629]};3.0;POINT (2.518279042780748 48.80550006951871)
883;{'type': 'Point', 'coordinates': [2.077342, 49.040993]};0.0;POINT (2.322916576523031 48.8675703640416)
884;{'type': 'Point', 'coordinates': [2.350804, 48.82414]};0.0;POINT (2.322916576523031 48.8675703640416)
885;{'type': 'Point', 'coordinates': [2.247133, 48.886749]};0.0;POINT (2.322916576523031 48.8675703640416)
886;{'type': 'Point', 'coordinates': [2.356543, 48.86776]};0.0;POINT (2.322916576523031 48.8675703640416)
887;{'type': 'Point', 'coordinates': [2.789593, 48.843837]};3.0;POINT (2.518279042780748 48.80550006951871)
888;{'type': 'Point', 'coordinates': [2.311088, 48.851483]};0.0;POINT (2.322916576523031 48.8675703640416)
889;{'type': 'Point', 'coordinates': [2.38041, 48.870567]};0.0;POINT (2.322916576523031 48.8675703640416)
890;{'type': 'Point', 'coordinates': [2.267597, 49.003883]};2.0;POINT (2.8888956 48.49346291428571)
891;{'type': 'Point', 'coordinates': [2.301584, 48.866762]};0.0;POINT (2.322916576523031 48.8675703640416)
892;{'type': 'Point', 'coordinates': [2.180944, 48.875631]};1.0;POINT (2.002250676190476 48.86037997142857)
893;{'type': 'Point', 'coordinates': [2.391936, 48.855168]};3.0;POINT (2.518279042780748 48.80550006951871)
894;{'type': 'Point', 'coordinates': [2.341756, 48.841055]};0.0;POINT (2.322916576523031 48.8675703640416)
895;{'type': 'Point', 'coordinates': [2.387707, 48.83549]};0.0;POINT (2.322916576523031 48.8675703640416)
896;{'type': 'Point', 'coordinates': [2.557405, 48.631426]};3.0;POINT (2.518279042780748 48.80550006951871)
897;{'type': 'Point', 'coordinates': [2.278191, 48.811828]};3.0;POINT (2.518279042780748 48.80550006951871)
898;{'type': 'Point', 'coordinates': [2.50877, 48.811677]};3.0;POINT (2.518279042780748 48.80550006951871)
899;{'type': 'Point', 'coordinates': [2.422044, 49.112896]};2.0;POINT (2.8888956 48.49346291428571)
900;{'type': 'Point', 'coordinates': [2.352585, 48.898945]};3.0;POINT (2.518279042780748 48.80550006951871)
901;{'type': 'Point', 'coordinates': [2.394605, 48.85406]};0.0;POINT (2.322916576523031 48.8675703640416)
902;{'type': 'Point', 'coordinates': [2.1477, 49.047839]};3.0;POINT (2.518279042780748 48.80550006951871)
903;{'type': 'Point', 'coordinates': [2.466003, 48.787239]};3.0;POINT (2.518279042780748 48.80550006951871)
904;{'type': 'Point', 'coordinates': [2.052567, 48.924325]};0.0;POINT (2.322916576523031 48.8675703640416)
905;{'type': 'Point', 'coordinates': [2.392424, 48.880267]};0.0;POINT (2.322916576523031 48.8675703640416)
906;{'type': 'Point', 'coordinates': [2.319236, 48.847706]};1.0;POINT (2.002250676190476 48.86037997142857)
907;{'type': 'Point', 'coordinates': [2.353619, 48.841869]};0.0;POINT (2.322916576523031 48.8675703640416)
908;{'type': 'Point', 'coordinates': [2.252363, 48.891263]};0.0;POINT (2.322916576523031 48.8675703640416)
909;{'type': 'Point', 'coordinates': [2.5093449999999997, 48.886553]};0.0;POINT (2.322916576523031 48.8675703640416)
910;{'type': 'Point', 'coordinates': [2.25273, 48.878845]};2.0;POINT (2.8888956 48.49346291428571)
911;{'type': 'Point', 'coordinates': [2.343858, 48.861089]};0.0;POINT (2.322916576523031 48.8675703640416)
912;{'type': 'Point', 'coordinates': [2.363093, 48.824179]};0.0;POINT (2.322916576523031 48.8675703640416)
913;{'type': 'Point', 'coordinates': [2.331356, 48.802637]};0.0;POINT (2.322916576523031 48.8675703640416)
914;{'type': 'Point', 'coordinates': [2.347795, 48.878555]};0.0;POINT (2.322916576523031 48.8675703640416)
915;{'type': 'Point', 'coordinates': [2.2862270000000002, 48.892728]};0.0;POINT (2.322916576523031 48.8675703640416)
916;{'type': 'Point', 'coordinates': [2.234979, 48.875022]};0.0;POINT (2.322916576523031 48.8675703640416)
917;{'type': 'Point', 'coordinates': [2.521712, 48.948296]};0.0;POINT (2.322916576523031 48.8675703640416)
918;{'type': 'Point', 'coordinates': [2.380173, 48.896153]};1.0;POINT (2.002250676190476 48.86037997142857)
919;{'type': 'Point', 'coordinates': [2.340963, 48.862794]};0.0;POINT (2.322916576523031 48.8675703640416)
920;{'type': 'Point', 'coordinates': [2.325374, 48.866555]};0.0;POINT (2.322916576523031 48.8675703640416)
921;{'type': 'Point', 'coordinates': [2.317513, 48.699597]};0.0;POINT (2.322916576523031 48.8675703640416)
922;{'type': 'Point', 'coordinates': [2.475966, 48.79463]};3.0;POINT (2.518279042780748 48.80550006951871)
923;{'type': 'Point', 'coordinates': [2.029495, 48.921517]};0.0;POINT (2.322916576523031 48.8675703640416)
924;{'type': 'Point', 'coordinates': [2.251732, 48.893674]};1.0;POINT (2.002250676190476 48.86037997142857)
925;{'type': 'Point', 'coordinates': [2.689629, 48.770767]};0.0;POINT (2.322916576523031 48.8675703640416)
926;{'type': 'Point', 'coordinates': [2.400413, 48.890729]};0.0;POINT (2.322916576523031 48.8675703640416)
927;{'type': 'Point', 'coordinates': [2.55702, 48.901232]};0.0;POINT (2.322916576523031 48.8675703640416)
928;{'type': 'Point', 'coordinates': [2.282698, 48.925802]};0.0;POINT (2.322916576523031 48.8675703640416)
929;{'type': 'Point', 'coordinates': [2.241462, 48.827672]};0.0;POINT (2.322916576523031 48.8675703640416)
930;{'type': 'Point', 'coordinates': [2.330718, 48.874885]};3.0;POINT (2.518279042780748 48.80550006951871)
931;{'type': 'Point', 'coordinates': [2.290453, 48.698265]};0.0;POINT (2.322916576523031 48.8675703640416)
933;{'type': 'Point', 'coordinates': [2.443917, 48.860595]};0.0;POINT (2.322916576523031 48.8675703640416)
934;{'type': 'Point', 'coordinates': [2.378496, 48.861264]};3.0;POINT (2.518279042780748 48.80550006951871)
935;{'type': 'Point', 'coordinates': [2.299354, 48.604872]};3.0;POINT (2.518279042780748 48.80550006951871)
936;{'type': 'Point', 'coordinates': [2.599455, 48.322117]};3.0;POINT (2.518279042780748 48.80550006951871)
937;{'type': 'Point', 'coordinates': [2.311648, 48.875295]};0.0;POINT (2.322916576523031 48.8675703640416)
938;{'type': 'Point', 'coordinates': [2.076527, 48.899549]};1.0;POINT (2.002250676190476 48.86037997142857)
939;{'type': 'Point', 'coordinates': [2.560768, 48.844165]};3.0;POINT (2.518279042780748 48.80550006951871)
940;{'type': 'Point', 'coordinates': [2.349817, 48.889823]};1.0;POINT (2.002250676190476 48.86037997142857)
941;{'type': 'Point', 'coordinates': [2.336527, 48.878048]};3.0;POINT (2.518279042780748 48.80550006951871)
942;{'type': 'Point', 'coordinates': [2.492477, 48.80257]};0.0;POINT (2.322916576523031 48.8675703640416)
943;{'type': 'Point', 'coordinates': [2.5199249999999997, 48.789456]};3.0;POINT (2.518279042780748 48.80550006951871)
944;{'type': 'Point', 'coordinates': [2.50955, 48.607028]};0.0;POINT (2.322916576523031 48.8675703640416)
945;{'type': 'Point', 'coordinates': [2.873693, 48.460177]};0.0;POINT (2.322916576523031 48.8675703640416)
946;{'type': 'Point', 'coordinates': [2.420713, 48.692145]};0.0;POINT (2.322916576523031 48.8675703640416)
947;{'type': 'Point', 'coordinates': [2.389548, 48.841696999999996]};0.0;POINT (2.322916576523031 48.8675703640416)
948;{'type': 'Point', 'coordinates': [2.428482, 48.63507]};0.0;POINT (2.322916576523031 48.8675703640416)
949;{'type': 'Point', 'coordinates': [2.721774, 48.838574]};0.0;POINT (2.322916576523031 48.8675703640416)
950;{'type': 'Point', 'coordinates': [2.305391, 48.968959]};0.0;POINT (2.322916576523031 48.8675703640416)
951;{'type': 'Point', 'coordinates': [2.310214, 48.88537]};3.0;POINT (2.518279042780748 48.80550006951871)
952;{'type': 'Point', 'coordinates': [2.025965, 49.046357]};0.0;POINT (2.322916576523031 48.8675703640416)
953;{'type': 'Point', 'coordinates': [2.390588, 48.878709]};0.0;POINT (2.322916576523031 48.8675703640416)
954;{'type': 'Point', 'coordinates': [2.307532, 48.841451]};1.0;POINT (2.002250676190476 48.86037997142857)
955;{'type': 'Point', 'coordinates': [2.35197, 48.805723]};0.0;POINT (2.322916576523031 48.8675703640416)
956;{'type': 'Point', 'coordinates': [2.698978, 48.405584]};0.0;POINT (2.322916576523031 48.8675703640416)
957;{'type': 'Point', 'coordinates': [2.338724, 48.904341]};3.0;POINT (2.518279042780748 48.80550006951871)
958;{'type': 'Point', 'coordinates': [2.376561, 48.909094]};3.0;POINT (2.518279042780748 48.80550006951871)
959;{'type': 'Point', 'coordinates': [2.359301, 48.813544]};0.0;POINT (2.322916576523031 48.8675703640416)
960;{'type': 'Point', 'coordinates': [2.263948, 48.933965]};1.0;POINT (2.002250676190476 48.86037997142857)
961;{'type': 'Point', 'coordinates': [2.233269, 48.829687]};0.0;POINT (2.322916576523031 48.8675703640416)
962;{'type': 'Point', 'coordinates': [2.346236, 48.894029]};0.0;POINT (2.322916576523031 48.8675703640416)
963;{'type': 'Point', 'coordinates': [2.268831, 48.881472]};0.0;POINT (2.322916576523031 48.8675703640416)
964;{'type': 'Point', 'coordinates': [2.10296, 48.892822]};0.0;POINT (2.322916576523031 48.8675703640416)
965;{'type': 'Point', 'coordinates': [2.2980140000000002, 48.841351]};0.0;POINT (2.322916576523031 48.8675703640416)
966;{'type': 'Point', 'coordinates': [2.4001900000000003, 48.872892]};0.0;POINT (2.322916576523031 48.8675703640416)
967;{'type': 'Point', 'coordinates': [2.28275, 48.907516]};0.0;POINT (2.322916576523031 48.8675703640416)
968;{'type': 'Point', 'coordinates': [2.500887, 48.933059]};0.0;POINT (2.322916576523031 48.8675703640416)
969;{'type': 'Point', 'coordinates': [2.306692, 48.861058]};0.0;POINT (2.322916576523031 48.8675703640416)
970;{'type': 'Point', 'coordinates': [1.937134, 48.577795]};1.0;POINT (2.002250676190476 48.86037997142857)
971;{'type': 'Point', 'coordinates': [2.272275, 48.821781]};0.0;POINT (2.322916576523031 48.8675703640416)
972;{'type': 'Point', 'coordinates': [2.289466, 48.834826]};0.0;POINT (2.322916576523031 48.8675703640416)
973;{'type': 'Point', 'coordinates': [2.359826, 48.868168]};0.0;POINT (2.322916576523031 48.8675703640416)
974;{'type': 'Point', 'coordinates': [2.196931, 48.892795]};0.0;POINT (2.322916576523031 48.8675703640416)
975;{'type': 'Point', 'coordinates': [2.305726, 48.889757]};0.0;POINT (2.322916576523031 48.8675703640416)
976;{'type': 'Point', 'coordinates': [2.6729979999999998, 48.766172]};3.0;POINT (2.518279042780748 48.80550006951871)
977;{'type': 'Point', 'coordinates': [2.376562, 48.853724]};3.0;POINT (2.518279042780748 48.80550006951871)
978;{'type': 'Point', 'coordinates': [2.413774, 48.91394]};1.0;POINT (2.002250676190476 48.86037997142857)
979;{'type': 'Point', 'coordinates': [2.28598, 48.889046]};3.0;POINT (2.518279042780748 48.80550006951871)
980;{'type': 'Point', 'coordinates': [2.438577, 48.637567]};0.0;POINT (2.322916576523031 48.8675703640416)
981;{'type': 'Point', 'coordinates': [2.520687, 48.836654]};3.0;POINT (2.518279042780748 48.80550006951871)
982;{'type': 'Point', 'coordinates': [2.4539809999999997, 48.81046]};0.0;POINT (2.322916576523031 48.8675703640416)
983;{'type': 'Point', 'coordinates': [2.371458, 48.812561]};0.0;POINT (2.322916576523031 48.8675703640416)
984;{'type': 'Point', 'coordinates': [2.123429, 48.829295]};1.0;POINT (2.002250676190476 48.86037997142857)
985;{'type': 'Point', 'coordinates': [2.480241, 48.566301]};3.0;POINT (2.518279042780748 48.80550006951871)
986;{'type': 'Point', 'coordinates': [1.968773, 49.043976]};0.0;POINT (2.322916576523031 48.8675703640416)
987;{'type': 'Point', 'coordinates': [2.492129, 48.837534]};3.0;POINT (2.518279042780748 48.80550006951871)
988;{'type': 'Point', 'coordinates': [2.319442, 48.885284]};3.0;POINT (2.518279042780748 48.80550006951871)
989;{'type': 'Point', 'coordinates': [2.690998, 49.036508]};3.0;POINT (2.518279042780748 48.80550006951871)
990;{'type': 'Point', 'coordinates': [2.3089779999999998, 48.880969]};1.0;POINT (2.002250676190476 48.86037997142857)
991;{'type': 'Point', 'coordinates': [2.256284, 48.900432]};0.0;POINT (2.322916576523031 48.8675703640416)
992;{'type': 'Point', 'coordinates': [2.237322, 48.8795]};2.0;POINT (2.8888956 48.49346291428571)
993;{'type': 'Point', 'coordinates': [2.209999, 48.866362]};0.0;POINT (2.322916576523031 48.8675703640416)
994;{'type': 'Point', 'coordinates': [2.404252, 48.836357]};0.0;POINT (2.322916576523031 48.8675703640416)
996;{'type': 'Point', 'coordinates': [2.302997, 48.873951]};0.0;POINT (2.322916576523031 48.8675703640416)
997;{'type': 'Point', 'coordinates': [2.288304, 48.895291]};3.0;POINT (2.518279042780748 48.80550006951871)
998;{'type': 'Point', 'coordinates': [2.598678, 48.91171]};0.0;POINT (2.322916576523031 48.8675703640416)
999;{'type': 'Point', 'coordinates': [2.3898260000000002, 48.864882]};3.0;POINT (2.518279042780748 48.80550006951871)
1000;{'type': 'Point', 'coordinates': [2.402968, 48.882607]};;
1001;{'type': 'Point', 'coordinates': [2.140964, 48.796777]};;
1002;{'type': 'Point', 'coordinates': [2.405496, 48.858724]};;
1003;{'type': 'Point', 'coordinates': [2.339501, 48.658213]};;
1004;{'type': 'Point', 'coordinates': [2.571671, 48.873628]};;
1005;{'type': 'Point', 'coordinates': [2.545591, 48.903127]};;
1006;{'type': 'Point', 'coordinates': [2.305355, 48.870859]};;
1007;{'type': 'Point', 'coordinates': [1.95907, 48.7681]};;
1008;{'type': 'Point', 'coordinates': [2.334393, 48.865267]};;
1009;{'type': 'Point', 'coordinates': [2.223265, 48.940574]};;
1010;{'type': 'Point', 'coordinates': [2.340767, 48.862698]};;
1011;{'type': 'Point', 'coordinates': [2.267861, 48.890349]};;
1012;{'type': 'Point', 'coordinates': [2.283788, 48.865491]};;
1013;{'type': 'Point', 'coordinates': [2.33759, 48.973054]};;
1014;{'type': 'Point', 'coordinates': [2.403433, 48.845539]};;
1015;{'type': 'Point', 'coordinates': [2.4005229999999997, 48.867777]};;
1016;{'type': 'Point', 'coordinates': [2.362491, 48.858872]};;
1017;{'type': 'Point', 'coordinates': [2.039897, 48.75751]};;
1018;{'type': 'Point', 'coordinates': [2.345241, 48.893907]};;
1019;{'type': 'Point', 'coordinates': [2.382499, 48.846017]};;
1021;{'type': 'Point', 'coordinates': [2.335131, 48.881665]};;
1022;{'type': 'Point', 'coordinates': [2.290022, 48.845668]};;
1023;{'type': 'Point', 'coordinates': [2.377654, 48.848246]};;
1024;{'type': 'Point', 'coordinates': [2.383478, 48.692916]};;
1025;{'type': 'Point', 'coordinates': [2.440458, 48.87783]};;
1026;{'type': 'Point', 'coordinates': [2.078076, 49.075843]};;
1027;{'type': 'Point', 'coordinates': [2.555883, 48.531284]};;
1028;{'type': 'Point', 'coordinates': [2.188564, 48.936279]};;
1029;{'type': 'Point', 'coordinates': [2.406178, 48.750088]};;
1030;{'type': 'Point', 'coordinates': [2.369077, 48.870867]};;
1031;{'type': 'Point', 'coordinates': [2.401975, 48.861456]};;
1032;{'type': 'Point', 'coordinates': [1.5589119999999999, 49.039338]};;
1033;{'type': 'Point', 'coordinates': [2.513722, 48.792323]};;
1034;{'type': 'Point', 'coordinates': [2.368188, 48.821414]};;
1035;{'type': 'Point', 'coordinates': [2.392381, 48.670127]};;
1036;{'type': 'Point', 'coordinates': [2.482303, 48.81954]};;
1037;{'type': 'Point', 'coordinates': [2.814755, 48.846333]};;
1038;{'type': 'Point', 'coordinates': [2.12399, 48.810409]};;
1039;{'type': 'Point', 'coordinates': [2.3413209999999998, 48.875089]};;
1040;{'type': 'Point', 'coordinates': [3.404153, 48.643787]};;
1041;{'type': 'Point', 'coordinates': [2.203111, 48.689982]};;
1042;{'type': 'Point', 'coordinates': [2.309772, 48.869717]};;
1043;{'type': 'Point', 'coordinates': [2.229644, 48.530173]};;
1044;{'type': 'Point', 'coordinates': [2.411568, 48.964656]};;
1045;{'type': 'Point', 'coordinates': [2.414657, 48.804343]};;
1046;{'type': 'Point', 'coordinates': [2.389248, 48.9023]};;
1047;{'type': 'Point', 'coordinates': [2.5924389999999997, 48.912978]};;
