;geometry;cluster;centroids
260;{'type': 'Point', 'coordinates': [2.305355, 48.870859]};0.0;POINT (2.322916576523031 48.8675703640416)
261;{'type': 'Point', 'coordinates': [2.3428649999999998, 48.860367]};0.0;POINT (2.322916576523031 48.8675703640416)
262;{'type': 'Point', 'coordinates': [2.447616, 48.697396]};0.0;POINT (2.322916576523031 48.8675703640416)
263;{'type': 'Point', 'coordinates': [2.354251, 48.920819]};3.0;POINT (2.518279042780748 48.80550006951871)
264;{'type': 'Point', 'coordinates': [2.371394, 48.861652]};0.0;POINT (2.322916576523031 48.8675703640416)
265;{'type': 'Point', 'coordinates': [2.026037, 48.921051]};3.0;POINT (2.518279042780748 48.80550006951871)
266;{'type': 'Point', 'coordinates': [2.301622, 48.901548]};0.0;POINT (2.322916576523031 48.8675703640416)
267;{'type': 'Point', 'coordinates': [2.289359, 48.868758]};0.0;POINT (2.322916576523031 48.8675703640416)
268;{'type': 'Point', 'coordinates': [2.146766, 48.622496]};1.0;POINT (2.002250676190476 48.86037997142857)
269;{'type': 'Point', 'coordinates': [2.206962, 49.099709]};0.0;POINT (2.322916576523031 48.8675703640416)
270;{'type': 'Point', 'coordinates': [2.30151, 48.828187]};2.0;POINT (2.8888956 48.49346291428571)
271;{'type': 'Point', 'coordinates': [2.387186, 48.858349]};0.0;POINT (2.322916576523031 48.8675703640416)
272;{'type': 'Point', 'coordinates': [2.34351, 48.879587]};0.0;POINT (2.322916576523031 48.8675703640416)
273;{'type': 'Point', 'coordinates': [2.371628, 48.874175]};3.0;POINT (2.518279042780748 48.80550006951871)
274;{'type': 'Point', 'coordinates': [2.34662, 48.822036]};0.0;POINT (2.322916576523031 48.8675703640416)
275;{'type': 'Point', 'coordinates': [2.306893, 48.832144]};0.0;POINT (2.322916576523031 48.8675703640416)
276;{'type': 'Point', 'coordinates': [2.373776, 48.818745]};0.0;POINT (2.322916576523031 48.8675703640416)
277;{'type': 'Point', 'coordinates': [2.552547, 48.877777]};0.0;POINT (2.322916576523031 48.8675703640416)
278;{'type': 'Point', 'coordinates': [2.3153449999999998, 48.893529]};0.0;POINT (2.322916576523031 48.8675703640416)
279;{'type': 'Point', 'coordinates': [2.5915850000000002, 48.945295]};1.0;POINT (2.002250676190476 48.86037997142857)
280;{'type': 'Point', 'coordinates': [2.330943, 48.850235]};0.0;POINT (2.322916576523031 48.8675703640416)
281;{'type': 'Point', 'coordinates': [2.338172, 48.896295]};1.0;POINT (2.002250676190476 48.86037997142857)
282;{'type': 'Point', 'coordinates': [2.036604, 48.793872]};0.0;POINT (2.322916576523031 48.8675703640416)
283;{'type': 'Point', 'coordinates': [2.301584, 48.866762]};0.0;POINT (2.322916576523031 48.8675703640416)
284;{'type': 'Point', 'coordinates': [2.7316700000000003, 48.182976]};0.0;POINT (2.322916576523031 48.8675703640416)
285;{'type': 'Point', 'coordinates': [2.3040279999999997, 48.838742]};0.0;POINT (2.322916576523031 48.8675703640416)
286;{'type': 'Point', 'coordinates': [2.291767, 48.705493]};3.0;POINT (2.518279042780748 48.80550006951871)
287;{'type': 'Point', 'coordinates': [2.463113, 48.779092]};0.0;POINT (2.322916576523031 48.8675703640416)
288;{'type': 'Point', 'coordinates': [2.406555, 48.860767]};3.0;POINT (2.518279042780748 48.80550006951871)
289;{'type': 'Point', 'coordinates': [2.298228, 48.8749]};3.0;POINT (2.518279042780748 48.80550006951871)
291;{'type': 'Point', 'coordinates': [2.326152, 48.878189]};3.0;POINT (2.518279042780748 48.80550006951871)
292;{'type': 'Point', 'coordinates': [2.255477, 48.898322]};0.0;POINT (2.322916576523031 48.8675703640416)
293;{'type': 'Point', 'coordinates': [2.384078, 48.853425]};0.0;POINT (2.322916576523031 48.8675703640416)
294;{'type': 'Point', 'coordinates': [2.12243, 48.762529]};1.0;POINT (2.002250676190476 48.86037997142857)
295;{'type': 'Point', 'coordinates': [2.289359, 48.868758]};0.0;POINT (2.322916576523031 48.8675703640416)
296;{'type': 'Point', 'coordinates': [2.033496, 48.712414]};0.0;POINT (2.322916576523031 48.8675703640416)
297;{'type': 'Point', 'coordinates': [2.340843, 48.78975]};0.0;POINT (2.322916576523031 48.8675703640416)
298;{'type': 'Point', 'coordinates': [2.380121, 48.872612]};0.0;POINT (2.322916576523031 48.8675703640416)
299;{'type': 'Point', 'coordinates': [2.330634, 48.737445]};0.0;POINT (2.322916576523031 48.8675703640416)
300;{'type': 'Point', 'coordinates': [2.417655, 48.882004]};3.0;POINT (2.518279042780748 48.80550006951871)
301;{'type': 'Point', 'coordinates': [2.441393, 48.638881]};2.0;POINT (2.8888956 48.49346291428571)
302;{'type': 'Point', 'coordinates': [2.348172, 48.886578]};1.0;POINT (2.002250676190476 48.86037997142857)
303;{'type': 'Point', 'coordinates': [2.481539, 48.805728]};0.0;POINT (2.322916576523031 48.8675703640416)
305;{'type': 'Point', 'coordinates': [2.568009, 48.664941999999996]};3.0;POINT (2.518279042780748 48.80550006951871)
306;{'type': 'Point', 'coordinates': [2.007528, 49.046746]};0.0;POINT (2.322916576523031 48.8675703640416)
307;{'type': 'Point', 'coordinates': [2.5415039999999998, 48.880272]};0.0;POINT (2.322916576523031 48.8675703640416)
308;{'type': 'Point', 'coordinates': [2.2756119999999997, 48.783188]};0.0;POINT (2.322916576523031 48.8675703640416)
309;{'type': 'Point', 'coordinates': [2.264656, 48.920575]};0.0;POINT (2.322916576523031 48.8675703640416)
310;{'type': 'Point', 'coordinates': [1.973144, 49.141822]};0.0;POINT (2.322916576523031 48.8675703640416)
311;{'type': 'Point', 'coordinates': [2.352834, 48.898685]};0.0;POINT (2.322916576523031 48.8675703640416)
312;{'type': 'Point', 'coordinates': [2.429243, 48.873005]};0.0;POINT (2.322916576523031 48.8675703640416)
313;{'type': 'Point', 'coordinates': [2.344273, 48.905415]};0.0;POINT (2.322916576523031 48.8675703640416)
314;{'type': 'Point', 'coordinates': [2.398186, 48.863452]};0.0;POINT (2.322916576523031 48.8675703640416)
315;{'type': 'Point', 'coordinates': [2.319039, 48.874356]};0.0;POINT (2.322916576523031 48.8675703640416)
316;{'type': 'Point', 'coordinates': [2.704117, 48.797963]};3.0;POINT (2.518279042780748 48.80550006951871)
317;{'type': 'Point', 'coordinates': [2.679042, 48.265401]};3.0;POINT (2.518279042780748 48.80550006951871)
318;{'type': 'Point', 'coordinates': [1.823761, 48.839212]};3.0;POINT (2.518279042780748 48.80550006951871)
319;{'type': 'Point', 'coordinates': [2.284247, 48.792867]};0.0;POINT (2.322916576523031 48.8675703640416)
320;{'type': 'Point', 'coordinates': [2.257291, 48.989921]};0.0;POINT (2.322916576523031 48.8675703640416)
321;{'type': 'Point', 'coordinates': [2.415423, 48.81126]};2.0;POINT (2.8888956 48.49346291428571)
322;{'type': 'Point', 'coordinates': [2.310674, 48.819366]};0.0;POINT (2.322916576523031 48.8675703640416)
323;{'type': 'Point', 'coordinates': [2.339975, 48.908805]};0.0;POINT (2.322916576523031 48.8675703640416)
324;{'type': 'Point', 'coordinates': [2.399422, 48.839823]};0.0;POINT (2.322916576523031 48.8675703640416)
325;{'type': 'Point', 'coordinates': [2.302672, 48.855378]};0.0;POINT (2.322916576523031 48.8675703640416)
326;{'type': 'Point', 'coordinates': [2.2911989999999998, 48.89003]};0.0;POINT (2.322916576523031 48.8675703640416)
327;{'type': 'Point', 'coordinates': [2.3725519999999998, 48.858453]};1.0;POINT (2.002250676190476 48.86037997142857)
328;{'type': 'Point', 'coordinates': [2.361763, 48.835467]};3.0;POINT (2.518279042780748 48.80550006951871)
329;{'type': 'Point', 'coordinates': [2.278806, 48.864075]};0.0;POINT (2.322916576523031 48.8675703640416)
330;{'type': 'Point', 'coordinates': [2.32143, 48.870958]};0.0;POINT (2.322916576523031 48.8675703640416)
331;{'type': 'Point', 'coordinates': [2.30053, 48.836994]};0.0;POINT (2.322916576523031 48.8675703640416)
332;{'type': 'Point', 'coordinates': [2.560849, 48.805039]};0.0;POINT (2.322916576523031 48.8675703640416)
333;{'type': 'Point', 'coordinates': [2.469608, 48.911334]};0.0;POINT (2.322916576523031 48.8675703640416)
334;{'type': 'Point', 'coordinates': [2.496762, 48.755847]};0.0;POINT (2.322916576523031 48.8675703640416)
335;{'type': 'Point', 'coordinates': [2.3630459999999998, 48.794569]};0.0;POINT (2.322916576523031 48.8675703640416)
336;{'type': 'Point', 'coordinates': [2.359635, 48.770978]};0.0;POINT (2.322916576523031 48.8675703640416)
337;{'type': 'Point', 'coordinates': [3.232875, 48.847172]};0.0;POINT (2.322916576523031 48.8675703640416)
338;{'type': 'Point', 'coordinates': [2.33607, 48.65365]};0.0;POINT (2.322916576523031 48.8675703640416)
340;{'type': 'Point', 'coordinates': [2.330696, 48.868924]};0.0;POINT (2.322916576523031 48.8675703640416)
341;{'type': 'Point', 'coordinates': [2.226125, 48.900284]};1.0;POINT (2.002250676190476 48.86037997142857)
342;{'type': 'Point', 'coordinates': [2.318462, 48.882428]};0.0;POINT (2.322916576523031 48.8675703640416)
343;{'type': 'Point', 'coordinates': [2.373038, 48.884414]};3.0;POINT (2.518279042780748 48.80550006951871)
344;{'type': 'Point', 'coordinates': [2.123597, 48.815812]};0.0;POINT (2.322916576523031 48.8675703640416)
345;{'type': 'Point', 'coordinates': [2.44068, 48.639827]};0.0;POINT (2.322916576523031 48.8675703640416)
346;{'type': 'Point', 'coordinates': [2.315424, 48.883117]};2.0;POINT (2.8888956 48.49346291428571)
347;{'type': 'Point', 'coordinates': [2.280074, 48.846149]};1.0;POINT (2.002250676190476 48.86037997142857)
348;{'type': 'Point', 'coordinates': [2.311184, 48.874504]};1.0;POINT (2.002250676190476 48.86037997142857)
349;{'type': 'Point', 'coordinates': [2.339458, 48.867622]};0.0;POINT (2.322916576523031 48.8675703640416)
350;{'type': 'Point', 'coordinates': [2.361063, 48.775764]};0.0;POINT (2.322916576523031 48.8675703640416)
351;{'type': 'Point', 'coordinates': [2.341004, 48.863754]};0.0;POINT (2.322916576523031 48.8675703640416)
352;{'type': 'Point', 'coordinates': [2.2258459999999998, 49.013993]};0.0;POINT (2.322916576523031 48.8675703640416)
353;{'type': 'Point', 'coordinates': [2.435497, 48.984545]};0.0;POINT (2.322916576523031 48.8675703640416)
354;{'type': 'Point', 'coordinates': [2.345205, 48.87233]};0.0;POINT (2.322916576523031 48.8675703640416)
355;{'type': 'Point', 'coordinates': [2.308506, 48.857395]};3.0;POINT (2.518279042780748 48.80550006951871)
356;{'type': 'Point', 'coordinates': [2.819143, 48.862162]};0.0;POINT (2.322916576523031 48.8675703640416)
357;{'type': 'Point', 'coordinates': [2.335317, 48.650274]};0.0;POINT (2.322916576523031 48.8675703640416)
358;{'type': 'Point', 'coordinates': [1.962527, 48.77848]};0.0;POINT (2.322916576523031 48.8675703640416)
359;{'type': 'Point', 'coordinates': [2.33171, 48.883506]};0.0;POINT (2.322916576523031 48.8675703640416)
360;{'type': 'Point', 'coordinates': [2.383878, 48.689326]};0.0;POINT (2.322916576523031 48.8675703640416)
361;{'type': 'Point', 'coordinates': [2.350505, 48.874885]};3.0;POINT (2.518279042780748 48.80550006951871)
362;{'type': 'Point', 'coordinates': [2.355852, 48.860343]};0.0;POINT (2.322916576523031 48.8675703640416)
363;{'type': 'Point', 'coordinates': [2.612049, 48.520716]};1.0;POINT (2.002250676190476 48.86037997142857)
364;{'type': 'Point', 'coordinates': [2.024157, 48.769706]};3.0;POINT (2.518279042780748 48.80550006951871)
365;{'type': 'Point', 'coordinates': [1.871761, 48.86196]};0.0;POINT (2.322916576523031 48.8675703640416)
366;{'type': 'Point', 'coordinates': [2.198618, 49.006613]};0.0;POINT (2.322916576523031 48.8675703640416)
367;{'type': 'Point', 'coordinates': [2.413224, 48.834114]};0.0;POINT (2.322916576523031 48.8675703640416)
368;{'type': 'Point', 'coordinates': [2.389266, 48.850555]};0.0;POINT (2.322916576523031 48.8675703640416)
369;{'type': 'Point', 'coordinates': [2.3924659999999998, 48.850029]};0.0;POINT (2.322916576523031 48.8675703640416)
370;{'type': 'Point', 'coordinates': [2.214105, 48.852247]};3.0;POINT (2.518279042780748 48.80550006951871)
372;{'type': 'Point', 'coordinates': [2.2787800000000002, 48.880994]};0.0;POINT (2.322916576523031 48.8675703640416)
373;{'type': 'Point', 'coordinates': [2.514073, 48.903463]};2.0;POINT (2.8888956 48.49346291428571)
374;{'type': 'Point', 'coordinates': [2.377524, 48.88392]};0.0;POINT (2.322916576523031 48.8675703640416)
375;{'type': 'Point', 'coordinates': [2.351515, 48.870108]};0.0;POINT (2.322916576523031 48.8675703640416)
376;{'type': 'Point', 'coordinates': [2.368959, 48.936011]};0.0;POINT (2.322916576523031 48.8675703640416)
377;{'type': 'Point', 'coordinates': [2.418646, 48.904071]};0.0;POINT (2.322916576523031 48.8675703640416)
378;{'type': 'Point', 'coordinates': [2.305827, 48.870814]};2.0;POINT (2.8888956 48.49346291428571)
379;{'type': 'Point', 'coordinates': [2.586872, 48.581771]};3.0;POINT (2.518279042780748 48.80550006951871)
380;{'type': 'Point', 'coordinates': [2.381973, 48.952568]};0.0;POINT (2.322916576523031 48.8675703640416)
381;{'type': 'Point', 'coordinates': [1.972459, 48.792124]};3.0;POINT (2.518279042780748 48.80550006951871)
382;{'type': 'Point', 'coordinates': [2.5812559999999998, 48.903496]};0.0;POINT (2.322916576523031 48.8675703640416)
383;{'type': 'Point', 'coordinates': [2.360959, 48.882637]};1.0;POINT (2.002250676190476 48.86037997142857)
384;{'type': 'Point', 'coordinates': [2.32588, 48.865864]};0.0;POINT (2.322916576523031 48.8675703640416)
385;{'type': 'Point', 'coordinates': [2.393566, 48.87204]};0.0;POINT (2.322916576523031 48.8675703640416)
386;{'type': 'Point', 'coordinates': [2.30611, 48.877709]};0.0;POINT (2.322916576523031 48.8675703640416)
387;{'type': 'Point', 'coordinates': [2.252018, 48.895737]};0.0;POINT (2.322916576523031 48.8675703640416)
388;{'type': 'Point', 'coordinates': [2.497436, 48.824047]};0.0;POINT (2.322916576523031 48.8675703640416)
389;{'type': 'Point', 'coordinates': [2.307655, 48.845933]};0.0;POINT (2.322916576523031 48.8675703640416)
390;{'type': 'Point', 'coordinates': [2.3614290000000002, 48.858304]};0.0;POINT (2.322916576523031 48.8675703640416)
391;{'type': 'Point', 'coordinates': [2.687534, 48.405888]};3.0;POINT (2.518279042780748 48.80550006951871)
392;{'type': 'Point', 'coordinates': [2.220494, 49.039573]};1.0;POINT (2.002250676190476 48.86037997142857)
393;{'type': 'Point', 'coordinates': [2.353824, 48.869576]};3.0;POINT (2.518279042780748 48.80550006951871)
394;{'type': 'Point', 'coordinates': [2.2505990000000002, 48.973338]};0.0;POINT (2.322916576523031 48.8675703640416)
395;{'type': 'Point', 'coordinates': [2.288304, 48.895291]};0.0;POINT (2.322916576523031 48.8675703640416)
396;{'type': 'Point', 'coordinates': [2.687534, 48.405888]};0.0;POINT (2.322916576523031 48.8675703640416)
397;{'type': 'Point', 'coordinates': [2.530988, 48.909109]};0.0;POINT (2.322916576523031 48.8675703640416)
398;{'type': 'Point', 'coordinates': [2.322582, 48.878422]};1.0;POINT (2.002250676190476 48.86037997142857)
400;{'type': 'Point', 'coordinates': [2.4207549999999998, 48.652188]};3.0;POINT (2.518279042780748 48.80550006951871)
401;{'type': 'Point', 'coordinates': [2.374187, 48.869514]};2.0;POINT (2.8888956 48.49346291428571)
402;{'type': 'Point', 'coordinates': [1.9435509999999998, 49.01474]};3.0;POINT (2.518279042780748 48.80550006951871)
403;{'type': 'Point', 'coordinates': [2.413399, 48.996078]};3.0;POINT (2.518279042780748 48.80550006951871)
404;{'type': 'Point', 'coordinates': [2.347179, 48.878468]};0.0;POINT (2.322916576523031 48.8675703640416)
405;{'type': 'Point', 'coordinates': [2.293716, 48.825534]};0.0;POINT (2.322916576523031 48.8675703640416)
406;{'type': 'Point', 'coordinates': [2.3297600000000003, 48.876044]};0.0;POINT (2.322916576523031 48.8675703640416)
407;{'type': 'Point', 'coordinates': [2.324179, 48.870997]};0.0;POINT (2.322916576523031 48.8675703640416)
408;{'type': 'Point', 'coordinates': [2.234974, 49.004346]};1.0;POINT (2.002250676190476 48.86037997142857)
409;{'type': 'Point', 'coordinates': [2.199188, 48.923184]};0.0;POINT (2.322916576523031 48.8675703640416)
411;{'type': 'Point', 'coordinates': [2.645339, 48.969985]};0.0;POINT (2.322916576523031 48.8675703640416)
412;{'type': 'Point', 'coordinates': [2.099378, 49.018856]};0.0;POINT (2.322916576523031 48.8675703640416)
413;{'type': 'Point', 'coordinates': [2.468871, 48.805848]};1.0;POINT (2.002250676190476 48.86037997142857)
414;{'type': 'Point', 'coordinates': [2.356747, 48.951284]};0.0;POINT (2.322916576523031 48.8675703640416)
415;{'type': 'Point', 'coordinates': [2.38284, 48.87657]};3.0;POINT (2.518279042780748 48.80550006951871)
416;{'type': 'Point', 'coordinates': [2.329584, 48.903568]};0.0;POINT (2.322916576523031 48.8675703640416)
417;{'type': 'Point', 'coordinates': [2.214646, 48.780997]};1.0;POINT (2.002250676190476 48.86037997142857)
418;{'type': 'Point', 'coordinates': [2.089752, 48.896176]};0.0;POINT (2.322916576523031 48.8675703640416)
419;{'type': 'Point', 'coordinates': [2.436267, 48.638606]};0.0;POINT (2.322916576523031 48.8675703640416)
420;{'type': 'Point', 'coordinates': [2.449445, 48.852764]};0.0;POINT (2.322916576523031 48.8675703640416)
421;{'type': 'Point', 'coordinates': [2.695898, 48.26806]};3.0;POINT (2.518279042780748 48.80550006951871)
422;{'type': 'Point', 'coordinates': [2.460404, 48.893519]};1.0;POINT (2.002250676190476 48.86037997142857)
423;{'type': 'Point', 'coordinates': [2.490558, 48.884386]};0.0;POINT (2.322916576523031 48.8675703640416)
424;{'type': 'Point', 'coordinates': [2.348461, 48.819737]};0.0;POINT (2.322916576523031 48.8675703640416)
425;{'type': 'Point', 'coordinates': [2.351899, 48.870927]};0.0;POINT (2.322916576523031 48.8675703640416)
427;{'type': 'Point', 'coordinates': [2.366811, 48.852856]};0.0;POINT (2.322916576523031 48.8675703640416)
428;{'type': 'Point', 'coordinates': [2.305827, 48.870814]};0.0;POINT (2.322916576523031 48.8675703640416)
429;{'type': 'Point', 'coordinates': [2.129439, 48.80556]};0.0;POINT (2.322916576523031 48.8675703640416)
430;{'type': 'Point', 'coordinates': [2.405019, 48.877787]};0.0;POINT (2.322916576523031 48.8675703640416)
431;{'type': 'Point', 'coordinates': [2.261401, 48.899657]};3.0;POINT (2.518279042780748 48.80550006951871)
432;{'type': 'Point', 'coordinates': [2.281997, 48.871845]};0.0;POINT (2.322916576523031 48.8675703640416)
433;{'type': 'Point', 'coordinates': [2.296877, 48.812967]};0.0;POINT (2.322916576523031 48.8675703640416)
434;{'type': 'Point', 'coordinates': [2.153264, 48.953634]};0.0;POINT (2.322916576523031 48.8675703640416)
436;{'type': 'Point', 'coordinates': [2.307361, 48.867322]};2.0;POINT (2.8888956 48.49346291428571)
437;{'type': 'Point', 'coordinates': [2.629289, 48.884805]};0.0;POINT (2.322916576523031 48.8675703640416)
438;{'type': 'Point', 'coordinates': [2.290768, 48.876864]};0.0;POINT (2.322916576523031 48.8675703640416)
439;{'type': 'Point', 'coordinates': [2.151987, 48.435069]};0.0;POINT (2.322916576523031 48.8675703640416)
440;{'type': 'Point', 'coordinates': [2.288198, 48.70039]};0.0;POINT (2.322916576523031 48.8675703640416)
441;{'type': 'Point', 'coordinates': [2.287224, 48.865088]};0.0;POINT (2.322916576523031 48.8675703640416)
442;{'type': 'Point', 'coordinates': [2.288396, 48.838897]};0.0;POINT (2.322916576523031 48.8675703640416)
443;{'type': 'Point', 'coordinates': [2.44555, 48.80352]};3.0;POINT (2.518279042780748 48.80550006951871)
445;{'type': 'Point', 'coordinates': [2.104296, 49.070311]};0.0;POINT (2.322916576523031 48.8675703640416)
446;{'type': 'Point', 'coordinates': [2.343318, 48.828353]};0.0;POINT (2.322916576523031 48.8675703640416)
447;{'type': 'Point', 'coordinates': [2.271751, 48.638375]};0.0;POINT (2.322916576523031 48.8675703640416)
448;{'type': 'Point', 'coordinates': [2.229257, 48.919322]};0.0;POINT (2.322916576523031 48.8675703640416)
449;{'type': 'Point', 'coordinates': [2.2723269999999998, 48.730809]};0.0;POINT (2.322916576523031 48.8675703640416)
450;{'type': 'Point', 'coordinates': [2.386914, 48.832329]};3.0;POINT (2.518279042780748 48.80550006951871)
451;{'type': 'Point', 'coordinates': [2.305355, 48.870859]};0.0;POINT (2.322916576523031 48.8675703640416)
452;{'type': 'Point', 'coordinates': [2.290768, 48.841823]};1.0;POINT (2.002250676190476 48.86037997142857)
453;{'type': 'Point', 'coordinates': [2.335299, 48.875441]};0.0;POINT (2.322916576523031 48.8675703640416)
454;{'type': 'Point', 'coordinates': [2.39886, 48.652096]};1.0;POINT (2.002250676190476 48.86037997142857)
455;{'type': 'Point', 'coordinates': [2.416309, 48.854443]};0.0;POINT (2.322916576523031 48.8675703640416)
456;{'type': 'Point', 'coordinates': [2.303213, 48.837155]};3.0;POINT (2.518279042780748 48.80550006951871)
457;{'type': 'Point', 'coordinates': [2.277271, 48.880557]};0.0;POINT (2.322916576523031 48.8675703640416)
458;{'type': 'Point', 'coordinates': [2.286272, 48.84765]};0.0;POINT (2.322916576523031 48.8675703640416)
459;{'type': 'Point', 'coordinates': [3.140482, 48.942587]};0.0;POINT (2.322916576523031 48.8675703640416)
460;{'type': 'Point', 'coordinates': [2.17141, 48.886044]};3.0;POINT (2.518279042780748 48.80550006951871)
461;{'type': 'Point', 'coordinates': [2.306146, 48.861209]};3.0;POINT (2.518279042780748 48.80550006951871)
462;{'type': 'Point', 'coordinates': [2.167209, 48.837636]};0.0;POINT (2.322916576523031 48.8675703640416)
463;{'type': 'Point', 'coordinates': [2.319474, 48.830938]};3.0;POINT (2.518279042780748 48.80550006951871)
464;{'type': 'Point', 'coordinates': [2.385892, 48.812026]};0.0;POINT (2.322916576523031 48.8675703640416)
465;{'type': 'Point', 'coordinates': [2.285595, 48.867971]};0.0;POINT (2.322916576523031 48.8675703640416)
466;{'type': 'Point', 'coordinates': [2.4015050000000002, 48.745269]};0.0;POINT (2.322916576523031 48.8675703640416)
467;{'type': 'Point', 'coordinates': [2.242962, 48.841912]};0.0;POINT (2.322916576523031 48.8675703640416)
468;{'type': 'Point', 'coordinates': [2.268829, 49.154824]};0.0;POINT (2.322916576523031 48.8675703640416)
469;{'type': 'Point', 'coordinates': [2.3948679999999998, 48.836349]};0.0;POINT (2.322916576523031 48.8675703640416)
470;{'type': 'Point', 'coordinates': [2.360438, 48.965129]};3.0;POINT (2.518279042780748 48.80550006951871)
471;{'type': 'Point', 'coordinates': [2.363198, 48.848577]};0.0;POINT (2.322916576523031 48.8675703640416)
472;{'type': 'Point', 'coordinates': [2.386806, 48.857431]};0.0;POINT (2.322916576523031 48.8675703640416)
473;{'type': 'Point', 'coordinates': [2.511774, 48.934427]};0.0;POINT (2.322916576523031 48.8675703640416)
474;{'type': 'Point', 'coordinates': [2.301083, 48.874588]};0.0;POINT (2.322916576523031 48.8675703640416)
475;{'type': 'Point', 'coordinates': [2.125519, 48.827004]};0.0;POINT (2.322916576523031 48.8675703640416)
476;{'type': 'Point', 'coordinates': [2.268994, 48.926409]};2.0;POINT (2.8888956 48.49346291428571)
477;{'type': 'Point', 'coordinates': [2.035446, 49.048866]};3.0;POINT (2.518279042780748 48.80550006951871)
478;{'type': 'Point', 'coordinates': [2.2771179999999998, 48.894549]};0.0;POINT (2.322916576523031 48.8675703640416)
479;{'type': 'Point', 'coordinates': [2.478474, 48.859083]};0.0;POINT (2.322916576523031 48.8675703640416)
480;{'type': 'Point', 'coordinates': [2.27215, 48.672419]};3.0;POINT (2.518279042780748 48.80550006951871)
481;{'type': 'Point', 'coordinates': [2.272056, 48.879553]};3.0;POINT (2.518279042780748 48.80550006951871)
482;{'type': 'Point', 'coordinates': [2.399705, 48.879269]};0.0;POINT (2.322916576523031 48.8675703640416)
483;{'type': 'Point', 'coordinates': [2.595103, 49.064202]};3.0;POINT (2.518279042780748 48.80550006951871)
484;{'type': 'Point', 'coordinates': [2.556285, 48.8657]};0.0;POINT (2.322916576523031 48.8675703640416)
485;{'type': 'Point', 'coordinates': [2.328111, 48.848089]};0.0;POINT (2.322916576523031 48.8675703640416)
486;{'type': 'Point', 'coordinates': [2.446161, 48.851102]};3.0;POINT (2.518279042780748 48.80550006951871)
488;{'type': 'Point', 'coordinates': [2.277159, 48.820725]};0.0;POINT (2.322916576523031 48.8675703640416)
489;{'type': 'Point', 'coordinates': [2.338651, 48.879057]};0.0;POINT (2.322916576523031 48.8675703640416)
490;{'type': 'Point', 'coordinates': [2.332091, 48.841381]};0.0;POINT (2.322916576523031 48.8675703640416)
491;{'type': 'Point', 'coordinates': [2.305827, 48.870814]};0.0;POINT (2.322916576523031 48.8675703640416)
493;{'type': 'Point', 'coordinates': [2.364044, 48.86537]};3.0;POINT (2.518279042780748 48.80550006951871)
494;{'type': 'Point', 'coordinates': [2.302756, 48.884718]};0.0;POINT (2.322916576523031 48.8675703640416)
495;{'type': 'Point', 'coordinates': [2.542134, 48.846597]};0.0;POINT (2.322916576523031 48.8675703640416)
497;{'type': 'Point', 'coordinates': [2.377465, 48.850284]};0.0;POINT (2.322916576523031 48.8675703640416)
498;{'type': 'Point', 'coordinates': [2.295994, 48.786027]};0.0;POINT (2.322916576523031 48.8675703640416)
499;{'type': 'Point', 'coordinates': [2.223501, 48.886181]};0.0;POINT (2.322916576523031 48.8675703640416)
500;{'type': 'Point', 'coordinates': [2.32491, 48.873219]};3.0;POINT (2.518279042780748 48.80550006951871)
501;{'type': 'Point', 'coordinates': [2.332547, 48.869533]};3.0;POINT (2.518279042780748 48.80550006951871)
502;{'type': 'Point', 'coordinates': [3.31298, 48.779787999999996]};0.0;POINT (2.322916576523031 48.8675703640416)
503;{'type': 'Point', 'coordinates': [2.45689, 48.878212]};0.0;POINT (2.322916576523031 48.8675703640416)
504;{'type': 'Point', 'coordinates': [2.276542, 48.822343]};0.0;POINT (2.322916576523031 48.8675703640416)
505;{'type': 'Point', 'coordinates': [2.318185, 48.87421]};0.0;POINT (2.322916576523031 48.8675703640416)
506;{'type': 'Point', 'coordinates': [2.494825, 48.854385]};0.0;POINT (2.322916576523031 48.8675703640416)
507;{'type': 'Point', 'coordinates': [2.437077, 48.851928]};0.0;POINT (2.322916576523031 48.8675703640416)
508;{'type': 'Point', 'coordinates': [2.267222, 48.81677]};3.0;POINT (2.518279042780748 48.80550006951871)
509;{'type': 'Point', 'coordinates': [2.414456, 48.805584]};0.0;POINT (2.322916576523031 48.8675703640416)
510;{'type': 'Point', 'coordinates': [2.171097, 48.893599]};1.0;POINT (2.002250676190476 48.86037997142857)
511;{'type': 'Point', 'coordinates': [2.351194, 48.868699]};3.0;POINT (2.518279042780748 48.80550006951871)
512;{'type': 'Point', 'coordinates': [2.623732, 48.940687]};0.0;POINT (2.322916576523031 48.8675703640416)
513;{'type': 'Point', 'coordinates': [1.986214, 48.917791]};0.0;POINT (2.322916576523031 48.8675703640416)
514;{'type': 'Point', 'coordinates': [2.368698, 48.826885]};0.0;POINT (2.322916576523031 48.8675703640416)
515;{'type': 'Point', 'coordinates': [2.32143, 48.870958]};0.0;POINT (2.322916576523031 48.8675703640416)
516;{'type': 'Point', 'coordinates': [2.333557, 48.886192]};3.0;POINT (2.518279042780748 48.80550006951871)
517;{'type': 'Point', 'coordinates': [2.232224, 48.944851]};3.0;POINT (2.518279042780748 48.80550006951871)
518;{'type': 'Point', 'coordinates': [2.2943569999999998, 48.914914]};0.0;POINT (2.322916576523031 48.8675703640416)
519;{'type': 'Point', 'coordinates': [2.572524, 48.857661]};1.0;POINT (2.002250676190476 48.86037997142857)
